archaeological_stratigraphy.cultural_period;archaeological_stratigraphy.technocomplex;archaeological_stratigraphy.regional_technocomplex;archaeological_stratigraphy.idarchstrat;locality.x;locality.y;
Upper Paleolithic;UP/ Gravettian;Eurasia;Gravettian;20.91;39.63;
Upper Paleolithic;UP/ Gravettian;Eurasia;Gravettian;21.54;43.1;
Upper Paleolithic;UP/ Gravettian;Eurasia;Gravettian;22.703547;43.65217;
Upper Paleolithic;UP/ Gravettian;Eurasia;Gravettian;23.13246;37.4229;
Upper Paleolithic;UP/ Gravettian;Eurasia;Gravettian;23.384602;43.089643;
Upper Paleolithic;UP/ Gravettian;Eurasia;Gravettian;25.429722;42.947222;
Upper Paleolithic;UP/ Gravettian;Eurasia;Gravettian;25.86964;48.59378;
Upper Paleolithic;UP/ Gravettian;Eurasia;Gravettian;26.61986;48.50369;
Upper Paleolithic;UP/ Gravettian;Eurasia;Gravettian;27.1;48.07;
Upper Paleolithic;UP/ Gravettian;Eurasia;Gravettian;27.1;48.15;
Upper Paleolithic;UP/ Gravettian;Eurasia;Gravettian;27.14821;48.57366;
Upper Paleolithic;UP/ Gravettian;Eurasia;Gravettian;33.806617;44.651263;
Upper Paleolithic;UP/ Gravettian;Eurasia;Gravettian;34.4045;45.0029;
Upper Paleolithic;UP/ Gravettian;Eurasia;Gravettian;39.043292;51.409274;
Upper Paleolithic;UP/ Gravettian;Eurasia;Gravettian;39.061257;51.373443;
Upper Paleolithic;UP/ Gravettian;Eurasia;Gravettian;39.061977;51.37028;
Upper Paleolithic;UP/ Gravettian;Eurasia;Gravettian;39.124281;51.342283;
Upper Paleolithic;UP/ Gravettian;Eurasia;Gravettian;40.51;56.18;
Upper Paleolithic;UP/ Initial Upper Paleolithic - Eurasia;Eurasia;Initial Upper Paleolithic - Eurasia;22.5777;36.7841;
Upper Paleolithic;UP/ Initial Upper Paleolithic - Eurasia;Eurasia;Initial Upper Paleolithic - Eurasia;22.703547;43.65217;
Upper Paleolithic;UP/ Initial Upper Paleolithic - Eurasia;Eurasia;Initial Upper Paleolithic - Eurasia;23.384602;43.089643;
Upper Paleolithic;UP/ Initial Upper Paleolithic - Eurasia;Eurasia;Initial Upper Paleolithic - Eurasia;25.429722;42.947222;
Upper Paleolithic;UP/ Initial Upper Paleolithic - Eurasia;Eurasia;Initial Upper Paleolithic - Eurasia;25.71667;50.11972;
Upper Paleolithic;UP/ Initial Upper Paleolithic - Eurasia;Eurasia;Initial Upper Paleolithic - Eurasia;34.7789;30.8422;
Upper Paleolithic;UP/ Initial Upper Paleolithic - Eurasia;Eurasia;Initial Upper Paleolithic - Eurasia;35.640847;33.914028;
Upper Paleolithic;UP/ Initial Upper Paleolithic - Eurasia;Eurasia;Initial Upper Paleolithic - Eurasia;35.959;35.983;
Upper Paleolithic;UP/ Initial Upper Paleolithic - Eurasia;Eurasia;Initial Upper Paleolithic - Eurasia;38.88792;35.26916;
Upper Paleolithic;UP/ Initial Upper Paleolithic - Eurasia;Eurasia;Initial Upper Paleolithic - Eurasia;106.501861;38.298667;
Upper Paleolithic;UP/ Initial Upper Paleolithic - Eurasia;Eurasia;Initial Upper Paleolithic - Eurasia;108.2919;51.74776;
Upper Paleolithic;UP/ Levantine Aurignacian;Levant;Levantine Aurignacian;34.978732;32.737281;
Upper Paleolithic;UP/ Levantine Aurignacian;Levant;Levantine Aurignacian;35.2166667;32.933333;
Upper Paleolithic;UP/ Levantine Aurignacian;Levant;Levantine Aurignacian;35.3484;29.9455;
Upper Paleolithic;UP/ Levantine Aurignacian;Levant;Levantine Aurignacian;35.640847;33.914028;
Upper Paleolithic;UP/ Levantine Aurignacian;Levant;Levantine Aurignacian;38.88792;35.26916;
Upper Paleolithic;UP/ Magdalenian;Europe;Magdalenian;-9.40061;39.355941;
Upper Paleolithic;UP/ Magdalenian;Europe;Magdalenian;-8.932778;39.349874;
Upper Paleolithic;UP/ Magdalenian;Europe;Magdalenian;-8.809309;37.089917;
Upper Paleolithic;UP/ Magdalenian;Europe;Magdalenian;-8.653298;39.530409;
Upper Paleolithic;UP/ Magdalenian;Europe;Magdalenian;-8.547178;39.980955;
Upper Paleolithic;UP/ Magdalenian;Europe;Magdalenian;-8.4162;39.646975;
Upper Paleolithic;UP/ Magdalenian;Europe;Magdalenian;-8.137669;38.54363;
Upper Paleolithic;UP/ Magdalenian;Europe;Magdalenian;-7.100869;40.979184;
Upper Paleolithic;UP/ Magdalenian;Europe;Magdalenian;-4.497876;36.621317;
Upper Paleolithic;UP/ Magdalenian;Europe;Magdalenian;-3.966;43.292;
Upper Paleolithic;UP/ Magdalenian;Europe;Magdalenian;-2.7387;42.9713;
Upper Paleolithic;UP/ Magdalenian;Europe;Magdalenian;-2.52917;43.079221;
Upper Paleolithic;UP/ Magdalenian;Europe;Magdalenian;-1.206111;43.352778;
Upper Paleolithic;UP/ Magdalenian;Europe;Magdalenian;-0.717041;43.629835;
Upper Paleolithic;UP/ Magdalenian;Europe;Magdalenian;-0.402681;47.993774;
Upper Paleolithic;UP/ Magdalenian;Europe;Magdalenian;-0.40076;47.993092;
Upper Paleolithic;UP/ Magdalenian;Europe;Magdalenian;0.422003;45.684103;
Upper Paleolithic;UP/ Magdalenian;Europe;Magdalenian;1.001075;44.95219;
Upper Paleolithic;UP/ Magdalenian;Europe;Magdalenian;1.055363;44.977295;
Upper Paleolithic;UP/ Magdalenian;Europe;Magdalenian;1.159131;44.809444;
Upper Paleolithic;UP/ Magdalenian;Europe;Magdalenian;1.205565;45.139108;
Upper Paleolithic;UP/ Magdalenian;Europe;Magdalenian;2.661661;48.251238;
Upper Paleolithic;UP/ Magdalenian;Europe;Magdalenian;2.866667;43.333333;
Upper Paleolithic;UP/ Magdalenian;Europe;Magdalenian;3.090439;43.1305;
Upper Paleolithic;UP/ Magdalenian;Europe;Magdalenian;3.893795;44.944955;
Upper Paleolithic;UP/ Magdalenian;Europe;Magdalenian;4.021907;45.979166;
Upper Paleolithic;UP/ Magdalenian;Europe;Magdalenian;4.547035;44.319764;
Upper Paleolithic;UP/ Magdalenian;Europe;Magdalenian;4.719736;46.297734;
Upper Paleolithic;UP/ Magdalenian;Europe;Magdalenian;4.7599;46.439549;
Upper Paleolithic;UP/ Magdalenian;Europe;Magdalenian;5.0092;50.4471;
Upper Paleolithic;UP/ Magdalenian;Europe;Magdalenian;5.385378;46.512631;
Upper Paleolithic;UP/ Magdalenian;Europe;Magdalenian;5.535766;45.909205;
Upper Paleolithic;UP/ Magdalenian;Europe;Magdalenian;5.7;50.56;
Upper Paleolithic;UP/ Magdalenian;Europe;Magdalenian;6.659174;50.545564;
Upper Paleolithic;UP/ Magdalenian;Europe;Magdalenian;6.660123;50.544991;
Upper Paleolithic;UP/ Magdalenian;Europe;Magdalenian;7.624766;48.578703;
Upper Paleolithic;UP/ Magdalenian;Europe;Magdalenian;8.12744;50.418896;
Upper Paleolithic;UP/ Magdalenian;Europe;Magdalenian;9.211935;48.176788;
Upper Paleolithic;UP/ Magdalenian;Europe;Magdalenian;9.7541;48.3793;
Upper Paleolithic;UP/ Magdalenian;Europe;Magdalenian;9.7612;48.387;
Upper Paleolithic;UP/ Magdalenian;Europe;Magdalenian;9.7713;48.3983;
Upper Paleolithic;UP/ Magdalenian;Europe;Magdalenian;9.7775;48.4052778;
Upper Paleolithic;UP/ Magdalenian;Europe;Magdalenian;9.8919444;48.547777;
Upper Paleolithic;UP/ Magdalenian;Europe;Magdalenian;10.1725;48.5491667;
Upper Paleolithic;UP/ Magdalenian;Europe;Magdalenian;10.1797222;48.5902778;
Upper Paleolithic;UP/ Magdalenian;Europe;Magdalenian;10.450318;48.818502;
Upper Paleolithic;UP/ Magdalenian;Europe;Magdalenian;11.565036;50.662578;
Upper Paleolithic;UP/ Magdalenian;Europe;Magdalenian;11.784569;48.934667;
Upper Paleolithic;UP/ Magdalenian;Europe;Magdalenian;11.789339;48.93561;
Upper Paleolithic;UP/ Magdalenian;Europe;Magdalenian;15.395707;48.446733;
Upper Paleolithic;UP/ Magdalenian;Europe;Magdalenian;27.186391;48.576552;
Upper Paleolithic;UP/ Microlithic  - S Asia;S Asia;Microlithic - S Asia;76.026667;22.228889;
Upper Paleolithic;UP/ Microlithic  - S Asia;S Asia;Microlithic - S Asia;80.2;6.766;
Upper Paleolithic;UP/ Proto-Aurignacian;Europe;Proto-Aurignacian;-1.206111;43.352778;
Upper Paleolithic;UP/ Proto-Aurignacian;Europe;Proto-Aurignacian;-0.919562;43.135472;
Upper Paleolithic;UP/ Proto-Aurignacian;Europe;Proto-Aurignacian;-0.505378;45.748985;
Upper Paleolithic;UP/ Proto-Aurignacian;Europe;Proto-Aurignacian;0.840563;46.691766;
Upper Paleolithic;UP/ Proto-Aurignacian;Europe;Proto-Aurignacian;4.333187;43.924079;
Upper Paleolithic;UP/ Proto-Aurignacian;Europe;Proto-Aurignacian;4.547035;44.319764;
Upper Paleolithic;UP/ Proto-Aurignacian;Europe;Proto-Aurignacian;4.771361;44.469556;
Upper Paleolithic;UP/ Proto-Aurignacian;Europe;Proto-Aurignacian;5.57075;47.130415;
Upper Paleolithic;UP/ Proto-Aurignacian;Europe;Proto-Aurignacian;6.595378;43.529564;
Upper Paleolithic;UP/ Proto-Aurignacian;Europe;Proto-Aurignacian;7.534446;43.784105;
Upper Paleolithic;UP/ Proto-Aurignacian;Europe;Proto-Aurignacian;7.535117;43.783844;
Upper Paleolithic;UP/ Proto-Aurignacian;Europe;Proto-Aurignacian;7.535219;43.783937;
Upper Paleolithic;UP/ Proto-Aurignacian;Europe;Proto-Aurignacian;10.905175;45.5918667;
Upper Paleolithic;UP/ Proto-Aurignacian;Europe;Proto-Aurignacian;11.001069;45.5412722;
Upper Paleolithic;UP/ Proto-Aurignacian;Europe;Proto-Aurignacian;11.122;42.57;
Upper Paleolithic;UP/ Proto-Aurignacian;Europe;Proto-Aurignacian;14.1298;41.2314;
Upper Paleolithic;UP/ Proto-Aurignacian;Europe;Proto-Aurignacian;14.85;40.86;
Upper Paleolithic;UP/ Proto-Aurignacian;Europe;Proto-Aurignacian;15.209;40.495;
Upper Paleolithic;UP/ Proto-Aurignacian;Europe;Proto-Aurignacian;15.5533;41.6904;
Upper Paleolithic;UP/ Solutrean;Europe;Solutrean;-9.40061;39.355941;
Upper Paleolithic;UP/ Solutrean;Europe;Solutrean;-9.253889;39.326667;
Upper Paleolithic;UP/ Solutrean;Europe;Solutrean;-9.203298;38.875843;
Upper Paleolithic;UP/ Solutrean;Europe;Solutrean;-8.932778;39.349874;
Upper Paleolithic;UP/ Solutrean;Europe;Solutrean;-8.809309;37.089917;
Upper Paleolithic;UP/ Solutrean;Europe;Solutrean;-8.756944;39.541944;
Upper Paleolithic;UP/ Solutrean;Europe;Solutrean;-8.732778;39.756944;
Upper Paleolithic;UP/ Solutrean;Europe;Solutrean;-8.653298;39.530409;
Upper Paleolithic;UP/ Solutrean;Europe;Solutrean;-8.547178;39.980955;
Upper Paleolithic;UP/ Solutrean;Europe;Solutrean;-8.4162;39.646975;
Upper Paleolithic;UP/ Solutrean;Europe;Solutrean;-8.137669;38.54363;
Upper Paleolithic;UP/ Solutrean;Europe;Solutrean;-7.100869;40.979184;
Upper Paleolithic;UP/ Solutrean;Europe;Solutrean;-4.497876;36.621317;
Upper Paleolithic;UP/ Solutrean;Europe;Solutrean;-3.966;43.292;
Upper Paleolithic;UP/ Solutrean;Europe;Solutrean;-1.206111;43.352778;
Upper Paleolithic;UP/ Solutrean;Europe;Solutrean;-0.717041;43.629835;
Upper Paleolithic;UP/ Solutrean;Europe;Solutrean;-0.402681;47.993774;
Upper Paleolithic;UP/ Solutrean;Europe;Solutrean;-0.402527;47.993957;
Upper Paleolithic;UP/ Solutrean;Europe;Solutrean;-0.40076;47.993092;
Upper Paleolithic;UP/ Solutrean;Europe;Solutrean;0.422003;45.684103;
Upper Paleolithic;UP/ Solutrean;Europe;Solutrean;1.001075;44.95219;
Upper Paleolithic;UP/ Solutrean;Europe;Solutrean;1.012781;44.936947;
Upper Paleolithic;UP/ Solutrean;Europe;Solutrean;1.055363;44.977295;
Upper Paleolithic;UP/ Solutrean;Europe;Solutrean;1.100449;45.000359;
Upper Paleolithic;UP/ Solutrean;Europe;Solutrean;1.106591;44.947518;
Upper Paleolithic;UP/ Solutrean;Europe;Solutrean;1.159131;44.809444;
Upper Paleolithic;UP/ Solutrean;Europe;Solutrean;1.205565;45.139108;
Upper Paleolithic;UP/ Solutrean;Europe;Solutrean;1.36423;44.797031;
Upper Paleolithic;UP/ Solutrean;Europe;Solutrean;2.661661;48.251238;
Upper Paleolithic;UP/ Solutrean;Europe;Solutrean;4.547035;44.319764;
Upper Paleolithic;UP/ Solutrean;Europe;Solutrean;4.719736;46.297734;
Upper Paleolithic;UP/ Uluzzian;Europe;Uluzzian;10.905175;45.5918667;
Upper Paleolithic;UP/ Uluzzian;Europe;Uluzzian;11.122;42.57;
Upper Paleolithic;UP/ Uluzzian;Europe;Uluzzian;11.6;45.47;
Upper Paleolithic;UP/ Uluzzian;Europe;Uluzzian;12.604;41.51;
Upper Paleolithic;UP/ Uluzzian;Europe;Uluzzian;14.1298;41.2314;
Upper Paleolithic;UP/ Uluzzian;Europe;Uluzzian;15.209;40.495;
Upper Paleolithic;UP/ Uluzzian;Europe;Uluzzian;15.38;40;
Upper Paleolithic;UP/ Uluzzian;Europe;Uluzzian;17.95;40.16;
Upper Paleolithic;UP/ Uluzzian;Europe;Uluzzian;17.96;40.15;
Upper Paleolithic;UP/ Uluzzian;Europe;Uluzzian;17.96;40.154167;
Upper Paleolithic;UP/ Uluzzian;Europe;Uluzzian;18.481;42.779;
Upper Paleolithic;UP/ Uluzzian;Europe;Uluzzian;22.807555;37.689788;
Upper Paleolithic;UP/ Upper Paleolithic - Africa;North Africa;Upper Paleolithic - Africa;-8.6;33.1667;
Upper Paleolithic;UP/ Upper Paleolithic - Africa;North Africa;Upper Paleolithic - Africa;20.5;32.1;
Upper Paleolithic;UP/ Upper Paleolithic - Africa;North Africa;Upper Paleolithic - Africa;31.3747222;26.7833333;
Upper Paleolithic;UP/ Upper Paleolithic - Africa;North Africa;Upper Paleolithic - Africa;32.5619444;26.1130556;
Upper Paleolithic;UP/ Upper Paleolithic - Africa;North Africa;Upper Paleolithic - Africa;32.683806;26.119725;
Upper Paleolithic;UP/ Upper Paleolithic - Africa;North Africa;Upper Paleolithic - Africa;33.9725;26.2433;
Upper Paleolithic;UP/ Upper Paleolithic - E Asia;E Asia;Upper Paleolithic - E Asia;102.816667;24.816667;
Upper Paleolithic;UP/ Upper Paleolithic - E Asia;E Asia;Upper Paleolithic - E Asia;105.033333;25.016667;
Upper Paleolithic;UP/ Upper Paleolithic - E Asia;E Asia;Upper Paleolithic - E Asia;110.4375;36.1625;
Upper Paleolithic;UP/ Upper Paleolithic - E Asia;E Asia;Upper Paleolithic - E Asia;110.58944;36.0483372;
Upper Paleolithic;UP/ Upper Paleolithic - E Asia;E Asia;Upper Paleolithic - E Asia;111.60778;33.79;
Upper Paleolithic;UP/ Upper Paleolithic - E Asia;E Asia;Upper Paleolithic - E Asia;112.283333;39.416667;
Upper Paleolithic;UP/ Upper Paleolithic - E Asia;E Asia;Upper Paleolithic - E Asia;114.68333;40.23333;
Upper Paleolithic;UP/ Upper Paleolithic - E Asia;E Asia;Upper Paleolithic - E Asia;115.47575;45.23983;
Upper Paleolithic;UP/ Upper Paleolithic - E Asia;E Asia;Upper Paleolithic - E Asia;115.92411;39.69372;
Upper Paleolithic;UP/ Upper Paleolithic - E Asia;E Asia;Upper Paleolithic - E Asia;122.97389;40.57942;
Upper Paleolithic;UP/ Upper Paleolithic - E Asia;E Asia;Upper Paleolithic - E Asia;126.3;45.6;
Upper Paleolithic;UP/ Upper Paleolithic - E Asia;E Asia;Upper Paleolithic - E Asia;127.55;44.783333;
Upper Paleolithic;UP/ Upper Paleolithic - E Asia;E Asia;Upper Paleolithic - E Asia;127.854;37.688;
Upper Paleolithic;UP/ Upper Paleolithic - Eurasia;Eurasia;Upper Paleolithic - Eurasia;-3.429722;37.448889;
Upper Paleolithic;UP/ Upper Paleolithic - Eurasia;Eurasia;Upper Paleolithic - Eurasia;-1.452943;43.478981;
Upper Paleolithic;UP/ Upper Paleolithic - Eurasia;Eurasia;Upper Paleolithic - Eurasia;-1.206111;43.352778;
Upper Paleolithic;UP/ Upper Paleolithic - Eurasia;Eurasia;Upper Paleolithic - Eurasia;-0.502094;45.039195;
Upper Paleolithic;UP/ Upper Paleolithic - Eurasia;Eurasia;Upper Paleolithic - Eurasia;-0.383;39.655;
Upper Paleolithic;UP/ Upper Paleolithic - Eurasia;Eurasia;Upper Paleolithic - Eurasia;-0.346467;45.708287;
Upper Paleolithic;UP/ Upper Paleolithic - Eurasia;Eurasia;Upper Paleolithic - Eurasia;0.623267;43.22577;
Upper Paleolithic;UP/ Upper Paleolithic - Eurasia;Eurasia;Upper Paleolithic - Eurasia;1.001075;44.95219;
Upper Paleolithic;UP/ Upper Paleolithic - Eurasia;Eurasia;Upper Paleolithic - Eurasia;1.053517;44.992153;
Upper Paleolithic;UP/ Upper Paleolithic - Eurasia;Eurasia;Upper Paleolithic - Eurasia;1.055363;44.977295;
Upper Paleolithic;UP/ Upper Paleolithic - Eurasia;Eurasia;Upper Paleolithic - Eurasia;1.248703;44.868487;
Upper Paleolithic;UP/ Upper Paleolithic - Eurasia;Eurasia;Upper Paleolithic - Eurasia;1.687714;44.876506;
Upper Paleolithic;UP/ Upper Paleolithic - Eurasia;Eurasia;Upper Paleolithic - Eurasia;2.661661;48.251238;
Upper Paleolithic;UP/ Upper Paleolithic - Eurasia;Eurasia;Upper Paleolithic - Eurasia;3.829562;43.793359;
Upper Paleolithic;UP/ Upper Paleolithic - Eurasia;Eurasia;Upper Paleolithic - Eurasia;3.837433;46.476466;
Upper Paleolithic;UP/ Upper Paleolithic - Eurasia;Eurasia;Upper Paleolithic - Eurasia;4.586667;47.247778;
Upper Paleolithic;UP/ Upper Paleolithic - Eurasia;Eurasia;Upper Paleolithic - Eurasia;4.6745163;50.4802186;
Upper Paleolithic;UP/ Upper Paleolithic - Eurasia;Eurasia;Upper Paleolithic - Eurasia;4.754118;46.81293;
Upper Paleolithic;UP/ Upper Paleolithic - Eurasia;Eurasia;Upper Paleolithic - Eurasia;5.0263;50.4855;
Upper Paleolithic;UP/ Upper Paleolithic - Eurasia;Eurasia;Upper Paleolithic - Eurasia;5.385378;46.512631;
Upper Paleolithic;UP/ Upper Paleolithic - Eurasia;Eurasia;Upper Paleolithic - Eurasia;6.055859;43.700349;
Upper Paleolithic;UP/ Upper Paleolithic - Eurasia;Eurasia;Upper Paleolithic - Eurasia;6.659174;50.545564;
Upper Paleolithic;UP/ Upper Paleolithic - Eurasia;Eurasia;Upper Paleolithic - Eurasia;7.624766;48.578703;
Upper Paleolithic;UP/ Upper Paleolithic - Eurasia;Eurasia;Upper Paleolithic - Eurasia;8.012543;49.885177;
Upper Paleolithic;UP/ Upper Paleolithic - Eurasia;Eurasia;Upper Paleolithic - Eurasia;9.7775;48.4052778;
Upper Paleolithic;UP/ Upper Paleolithic - Eurasia;Eurasia;Upper Paleolithic - Eurasia;10.1551;48.5543;
Upper Paleolithic;UP/ Upper Paleolithic - Eurasia;Eurasia;Upper Paleolithic - Eurasia;10.1725;48.5491667;
Upper Paleolithic;UP/ Upper Paleolithic - Eurasia;Eurasia;Upper Paleolithic - Eurasia;10.450318;48.818502;
Upper Paleolithic;UP/ Upper Paleolithic - Eurasia;Eurasia;Upper Paleolithic - Eurasia;11.053333;48.774861;
Upper Paleolithic;UP/ Upper Paleolithic - Eurasia;Eurasia;Upper Paleolithic - Eurasia;11.784569;48.934667;
Upper Paleolithic;UP/ Upper Paleolithic - Eurasia;Eurasia;Upper Paleolithic - Eurasia;11.789339;48.93561;
Upper Paleolithic;UP/ Upper Paleolithic - Eurasia;Eurasia;Upper Paleolithic - Eurasia;11.83575;48.93296;
Upper Paleolithic;UP/ Upper Paleolithic - Eurasia;Eurasia;Upper Paleolithic - Eurasia;12.87;43.024;
Upper Paleolithic;UP/ Upper Paleolithic - Eurasia;Eurasia;Upper Paleolithic - Eurasia;13.88;44.89;
Upper Paleolithic;UP/ Upper Paleolithic - Eurasia;Eurasia;Upper Paleolithic - Eurasia;15.59952;48.414467;
Upper Paleolithic;UP/ Upper Paleolithic - Eurasia;Eurasia;Upper Paleolithic - Eurasia;15.8742;45.8416;
Upper Paleolithic;UP/ Upper Paleolithic - Eurasia;Eurasia;Upper Paleolithic - Eurasia;16.7379833;49.4076306;
Upper Paleolithic;UP/ Upper Paleolithic - Eurasia;Eurasia;Upper Paleolithic - Eurasia;17.56;40.3;
Upper Paleolithic;UP/ Upper Paleolithic - Eurasia;Eurasia;Upper Paleolithic - Eurasia;17.96;40.154167;
Upper Paleolithic;UP/ Upper Paleolithic - Eurasia;Eurasia;Upper Paleolithic - Eurasia;19.665;50.426389;
Upper Paleolithic;UP/ Upper Paleolithic - Eurasia;Eurasia;Upper Paleolithic - Eurasia;19.831667;50.196667;
Upper Paleolithic;UP/ Upper Paleolithic - Eurasia;Eurasia;Upper Paleolithic - Eurasia;20.126131;49.428689;
Upper Paleolithic;UP/ Upper Paleolithic - Eurasia;Eurasia;Upper Paleolithic - Eurasia;20.84;39.24;
Upper Paleolithic;UP/ Upper Paleolithic - Eurasia;Eurasia;Upper Paleolithic - Eurasia;21.679444;39.680833;
Upper Paleolithic;UP/ Upper Paleolithic - Eurasia;Eurasia;Upper Paleolithic - Eurasia;22.1932;45.5111;
Upper Paleolithic;UP/ Upper Paleolithic - Eurasia;Eurasia;Upper Paleolithic - Eurasia;22.807555;37.689788;
Upper Paleolithic;UP/ Upper Paleolithic - Eurasia;Eurasia;Upper Paleolithic - Eurasia;23.13246;37.4229;
Upper Paleolithic;UP/ Upper Paleolithic - Eurasia;Eurasia;Upper Paleolithic - Eurasia;25.71667;50.11972;
Upper Paleolithic;UP/ Upper Paleolithic - Eurasia;Eurasia;Upper Paleolithic - Eurasia;27.186391;48.576552;
Upper Paleolithic;UP/ Upper Paleolithic - Eurasia;Eurasia;Upper Paleolithic - Eurasia;33.30484;52.207745;
Upper Paleolithic;UP/ Upper Paleolithic - Eurasia;Eurasia;Upper Paleolithic - Eurasia;33.304855;52.207765;
Upper Paleolithic;UP/ Upper Paleolithic - Eurasia;Eurasia;Upper Paleolithic - Eurasia;34.027613;44.834941;
Upper Paleolithic;UP/ Upper Paleolithic - Eurasia;Eurasia;Upper Paleolithic - Eurasia;34.4045;45.0029;
Upper Paleolithic;UP/ Upper Paleolithic - Eurasia;Eurasia;Upper Paleolithic - Eurasia;34.66;45.16;
Upper Paleolithic;UP/ Upper Paleolithic - Eurasia;Eurasia;Upper Paleolithic - Eurasia;39.040543;51.393769;
Upper Paleolithic;UP/ Upper Paleolithic - Eurasia;Eurasia;Upper Paleolithic - Eurasia;39.045952;51.394347;
Upper Paleolithic;UP/ Upper Paleolithic - Eurasia;Eurasia;Upper Paleolithic - Eurasia;39.04966;51.397797;
Upper Paleolithic;UP/ Upper Paleolithic - Eurasia;Eurasia;Upper Paleolithic - Eurasia;39.050491;51.39197;
Upper Paleolithic;UP/ Upper Paleolithic - Eurasia;Eurasia;Upper Paleolithic - Eurasia;39.050684;51.387736;
Upper Paleolithic;UP/ Upper Paleolithic - Eurasia;Eurasia;Upper Paleolithic - Eurasia;39.053575;51.385745;
Upper Paleolithic;UP/ Upper Paleolithic - Eurasia;Eurasia;Upper Paleolithic - Eurasia;39.061866;51.371094;
Upper Paleolithic;UP/ Upper Paleolithic - Eurasia;Eurasia;Upper Paleolithic - Eurasia;39.124281;51.342283;
Upper Paleolithic;UP/ Upper Paleolithic - Eurasia;Eurasia;Upper Paleolithic - Eurasia;40;44.166;
Upper Paleolithic;UP/ Upper Paleolithic - Eurasia;Eurasia;Upper Paleolithic - Eurasia;40.51;56.18;
Upper Paleolithic;UP/ Upper Paleolithic - Eurasia;Eurasia;Upper Paleolithic - Eurasia;41.115954;47.814794;
Upper Paleolithic;UP/ Upper Paleolithic - Eurasia;Eurasia;Upper Paleolithic - Eurasia;42.6085;42.389;
Upper Paleolithic;UP/ Upper Paleolithic - Eurasia;Eurasia;Upper Paleolithic - Eurasia;42.76183;42.28362;
Upper Paleolithic;UP/ Upper Paleolithic - Eurasia;Eurasia;Upper Paleolithic - Eurasia;42.8525;42.272778;
Upper Paleolithic;UP/ Upper Paleolithic - Eurasia;Eurasia;Upper Paleolithic - Eurasia;43.260541;42.313986;
Upper Paleolithic;UP/ Upper Paleolithic - Eurasia;Eurasia;Upper Paleolithic - Eurasia;43.280426;42.330045;
Upper Paleolithic;UP/ Upper Paleolithic - Eurasia;Eurasia;Upper Paleolithic - Eurasia;43.316331;42.31259;
Upper Paleolithic;UP/ Upper Paleolithic - Eurasia;Eurasia;Upper Paleolithic - Eurasia;43.672042;42.526857;
Upper Paleolithic;UP/ Upper Paleolithic - Eurasia;Eurasia;Upper Paleolithic - Eurasia;43.70139;49.59833;
Upper Paleolithic;UP/ Upper Paleolithic - Eurasia;Eurasia;Upper Paleolithic - Eurasia;44.220786;36.830271;
Upper Paleolithic;UP/ Upper Paleolithic - Eurasia;Eurasia;Upper Paleolithic - Eurasia;46.082183;39.513732;
Upper Paleolithic;UP/ Upper Paleolithic - Eurasia;Eurasia;Upper Paleolithic - Eurasia;48.03183;41.8324;
Upper Paleolithic;UP/ Upper Paleolithic - Eurasia;Eurasia;Upper Paleolithic - Eurasia;51.4351;30.284036;
Upper Paleolithic;UP/ Upper Paleolithic - Eurasia;Eurasia;Upper Paleolithic - Eurasia;55.847441;25.118734;
Upper Paleolithic;UP/ Upper Paleolithic - Eurasia;Eurasia;Upper Paleolithic - Eurasia;56.16694;59.03361;
Upper Paleolithic;UP/ Upper Paleolithic - Eurasia;Eurasia;Upper Paleolithic - Eurasia;56.98333;58.15;
Upper Paleolithic;UP/ Upper Paleolithic - Eurasia;Eurasia;Upper Paleolithic - Eurasia;60.924109;55.958563;
Upper Paleolithic;UP/ Upper Paleolithic - Eurasia;Eurasia;Upper Paleolithic - Eurasia;62.402741;66.556623;
Upper Paleolithic;UP/ Upper Paleolithic - Eurasia;Eurasia;Upper Paleolithic - Eurasia;69.581703;43.361429;
Upper Paleolithic;UP/ Upper Paleolithic - Eurasia;Eurasia;Upper Paleolithic - Eurasia;70.00611;41.00861;
Upper Paleolithic;UP/ Upper Paleolithic - Eurasia;Eurasia;Upper Paleolithic - Eurasia;70.13342;41.56911;
Upper Paleolithic;UP/ Upper Paleolithic - Eurasia;Eurasia;Upper Paleolithic - Eurasia;70.16358;41.57233;
Upper Paleolithic;UP/ Upper Paleolithic - Eurasia;Eurasia;Upper Paleolithic - Eurasia;76.386452;43.151283;
Upper Paleolithic;UP/ Upper Paleolithic - Eurasia;Eurasia;Upper Paleolithic - Eurasia;77.55528;43.48361;
Upper Paleolithic;UP/ Upper Paleolithic - Eurasia;Eurasia;Upper Paleolithic - Eurasia;81.074453;50.387007;
Upper Paleolithic;UP/ Upper Paleolithic - Eurasia;Eurasia;Upper Paleolithic - Eurasia;83.03;51.17;
Upper Paleolithic;UP/ Upper Paleolithic - Eurasia;Eurasia;Upper Paleolithic - Eurasia;83.870825;50.356543;
Upper Paleolithic;UP/ Upper Paleolithic - Eurasia;Eurasia;Upper Paleolithic - Eurasia;84.6766;51.3972;
Upper Paleolithic;UP/ Upper Paleolithic - Eurasia;Eurasia;Upper Paleolithic - Eurasia;84.6775;51.3976;
Upper Paleolithic;UP/ Upper Paleolithic - Eurasia;Eurasia;Upper Paleolithic - Eurasia;84.6907;51.3824;
