archaeological_stratigraphy.cultural_period;archaeological_stratigraphy.technocomplex;archaeological_stratigraphy.regional_technocomplex;archaeological_stratigraphy.idarchstrat;locality.x;locality.y;
MSA;MSA;Africa;MSA;30.306;-27.678343;
MSA;MSA;Africa;MSA;30.624773;-24.576784;
MSA;MSA;Africa;MSA;30.84166;-16.839194;
MSA;MSA;Africa;MSA;31.030498;-26.19251;
MSA;MSA;Africa;MSA;31.173893;-26.261524;
MSA;MSA;Africa;MSA;31.2432361;-8.5955944;
MSA;MSA;Africa;MSA;31.6838888;-13.199444;
MSA;MSA;Africa;MSA;31.683972;-13.199611;
MSA;MSA;Africa;MSA;33.116667;-8.716667;
MSA;MSA;Africa;MSA;33.183333;-8.766667;
MSA;MSA;Africa;MSA;33.394506;-8.974281;
MSA;MSA;Africa;MSA;33.89361;-9.95416;
MSA;MSA;Africa;MSA;34.1575194;-0.4284;
MSA;MSA;Africa;MSA;34.1730417;-0.4268083;
MSA;MSA;Africa;MSA;34.1892611;-0.413125;
MSA;MSA;Africa;MSA;34.400569;-4.24833;
MSA;MSA;Africa;MSA;34.633333;-0.083333;
MSA;MSA;Africa;MSA;34.669361;-4.10332;
MSA;MSA;Africa;MSA;34.71416;-4.276619;
MSA;MSA;Africa;MSA;34.830694;-12.729;
MSA;MSA;Africa;MSA;34.831611;-2.480939;
MSA;MSA;Africa;MSA;35.1983667;-12.8586167;
MSA;MSA;Africa;MSA;35.2666667;-3.5333333;
MSA;MSA;Africa;MSA;35.2802778;-3.5619444;
MSA;MSA;Africa;MSA;35.333333;-2.983333;
MSA;MSA;Africa;MSA;35.4114694;-2.6464333;
MSA;MSA;Africa;MSA;35.473317;-7.763167;
MSA;MSA;Africa;MSA;35.8;3.15;
MSA;MSA;Africa;MSA;35.9;5.41;
MSA;MSA;Africa;MSA;35.9193;5.4313;
MSA;MSA;Africa;MSA;35.9303;5.4027;
MSA;MSA;Africa;MSA;35.974131;0.527728;
MSA;MSA;Africa;MSA;36.15;-0.8333333;
MSA;MSA;Africa;MSA;36.1869917;-1.7733444;
MSA;MSA;Africa;MSA;36.4447389;-1.5775389;
MSA;MSA;Africa;MSA;36.45833;-0.597222;
MSA;MSA;Africa;MSA;37.28;12.24;
MSA;MSA;Africa;MSA;37.6333333;8.6833333;
MSA;MSA;Africa;MSA;37.755;6.8972;
MSA;MSA;Africa;MSA;38.6457806;7.94565;
MSA;MSA;Africa;MSA;38.6596944;7.9486056;
MSA;MSA;Africa;MSA;39.685031;15.120275;
MSA;MSA;Africa;MSA;39.6916667;8.8;
MSA;MSA;Africa;MSA;39.864369;15.151203;
MSA;MSA;Africa;MSA;40.39;10.78;
MSA;MSA;Africa;MSA;40.514;10.389;
MSA;MSA;Africa;MSA;40.5833333;11.1;
MSA;MSA;Africa;MSA;40.9166667;9.3833333;
MSA;MSA;Africa;MSA;41.8333333;9.6666667;
MSA;MSA;Africa;MSA;55.847441;25.118734;
MSA;MSA/ Early MSA;Africa;Early MSA;17.117286;-27.701215;
MSA;MSA/ Early MSA;Africa;Early MSA;17.147603;-25.766654;
MSA;MSA/ Early MSA;Africa;Early MSA;17.9493167;-33.0236167;
MSA;MSA/ Early MSA;Africa;Early MSA;17.9596528;-33.028567;
MSA;MSA/ Early MSA;Africa;Early MSA;18.1509361;-33.347456;
MSA;MSA/ Early MSA;Africa;Early MSA;18.603889;-31.524294;
MSA;MSA/ Early MSA;Africa;Early MSA;23.011218;-27.669877;
MSA;MSA/ Early MSA;Africa;Early MSA;23.553834;-27.846447;
MSA;MSA/ Early MSA;Africa;Early MSA;31.242603;-8.591947;
MSA;MSA/ Early MSA;Africa;Early MSA;32.683806;26.119725;
MSA;MSA/ Final MSA;Southern African;Final MSA;18.9262833;-32.120167;
MSA;MSA/ Final MSA;Southern African;Final MSA;27.470019;-29.216123;
MSA;MSA/ Final MSA;Southern African;Final MSA;28.3886111;-30.9894444;
MSA;MSA/ Final MSA;Southern African;Final MSA;28.743767;-24.4301;
MSA;MSA/ Final MSA;Southern African;Final MSA;30.685833;-30.310556;
MSA;MSA/ Final MSA;Southern African;Final MSA;31.085937;-29.522603;
MSA;MSA/ Howiesonspoort;Southern African;Howiesonspoort;16.532834;-27.220628;
MSA;MSA/ Howiesonspoort;Southern African;Howiesonspoort;17.117286;-27.701215;
MSA;MSA/ Howiesonspoort;Southern African;Howiesonspoort;17.147603;-25.766654;
MSA;MSA/ Howiesonspoort;Southern African;Howiesonspoort;18.114;-32.971;
MSA;MSA/ Howiesonspoort;Southern African;Howiesonspoort;18.15183;-33.18;
MSA;MSA/ Howiesonspoort;Southern African;Howiesonspoort;18.15268;-33.19078;
MSA;MSA/ Howiesonspoort;Southern African;Howiesonspoort;18.15622;-33.18535;
MSA;MSA/ Howiesonspoort;Southern African;Howiesonspoort;18.16185;-33.17812;
MSA;MSA/ Howiesonspoort;Southern African;Howiesonspoort;18.4060278;-34.1176083;
MSA;MSA/ Howiesonspoort;Southern African;Howiesonspoort;18.4529778;-32.386894;
MSA;MSA/ Howiesonspoort;Southern African;Howiesonspoort;18.603889;-31.524294;
MSA;MSA/ Howiesonspoort;Southern African;Howiesonspoort;18.9262833;-32.120167;
MSA;MSA/ Howiesonspoort;Southern African;Howiesonspoort;19.1300667;-32.0717;
MSA;MSA/ Howiesonspoort;Southern African;Howiesonspoort;20.1732028;-33.832575;
MSA;MSA/ Howiesonspoort;Southern African;Howiesonspoort;20.7243033;-34.451605;
MSA;MSA/ Howiesonspoort;Southern African;Howiesonspoort;22.08945;-34.2079;
MSA;MSA/ Howiesonspoort;Southern African;Howiesonspoort;22.1833333;-33.3833333;
MSA;MSA/ Howiesonspoort;Southern African;Howiesonspoort;23.011218;-27.669877;
MSA;MSA/ Howiesonspoort;Southern African;Howiesonspoort;23.3756361;-34.101089;
MSA;MSA/ Howiesonspoort;Southern African;Howiesonspoort;24.391796;-34.107973;
MSA;MSA/ Howiesonspoort;Southern African;Howiesonspoort;24.392367;-34.108202;
MSA;MSA/ Howiesonspoort;Southern African;Howiesonspoort;26.483237;-33.383395;
MSA;MSA/ Howiesonspoort;Southern African;Howiesonspoort;27.470019;-29.216123;
MSA;MSA/ Howiesonspoort;Southern African;Howiesonspoort;27.8166667;-29.3166667;
MSA;MSA/ Howiesonspoort;Southern African;Howiesonspoort;28.75;-29.95;
MSA;MSA/ Howiesonspoort;Southern African;Howiesonspoort;29.0166667;-29.95;
MSA;MSA/ Howiesonspoort;Southern African;Howiesonspoort;29.0333333;-29.8333333;
MSA;MSA/ Howiesonspoort;Southern African;Howiesonspoort;29.199481;-24.140961;
MSA;MSA/ Howiesonspoort;Southern African;Howiesonspoort;30.7542333;-29.8104;
MSA;MSA/ Howiesonspoort;Southern African;Howiesonspoort;31.085937;-29.522603;
MSA;MSA/ Howiesonspoort;Southern African;Howiesonspoort;31.98875;-27.021443;
MSA;MSA/ Late Pietersburg;Southern African;Late Pietersburg;27.75;-24.75;
MSA;MSA/ Later MSA;Southern African;Late MSA;17.117286;-27.701215;
MSA;MSA/ Later MSA;Southern African;Late MSA;19.153336;-31.938254;
MSA;MSA/ Later MSA;Southern African;Late MSA;19.18;-31.94;
MSA;MSA/ Later MSA;Southern African;Late MSA;20.1732028;-33.832575;
MSA;MSA/ Later MSA;Southern African;Late MSA;28.7833333;-29.7666667;
MSA;MSA/ Later MSA;Southern African;Late MSA;29.0166667;-29.95;
MSA;MSA/ Later MSA;Southern African;Late MSA;30.539383;-29.464347;
MSA;MSA/ Later MSA;Southern African;Late MSA;30.7542333;-29.8104;
MSA;MSA/ Later MSA;Southern African;Late MSA;31.085937;-29.522603;
MSA;MSA/ Later MSA;Southern African;Late MSA;39.720068;7.014577;
MSA;MSA/ Later MSA;Southern African;Late MSA;41.64;9.52;
MSA;MSA/ Later MSA;Southern African;Late MSA;41.8333333;9.6666667;
MSA;MSA/ MSA 1;Southern African;MSA 1;18.3179639;-32.3178694;
MSA;MSA/ MSA 1;Southern African;MSA 1;28.743767;-24.4301;
MSA;MSA/ MSA 1;Southern African;MSA 1;31.98875;-27.021443;
MSA;MSA/ MSA 2a;Southern African;MSA 2a;24.391329;-34.108167;
MSA;MSA/ MSA 2a;Southern African;MSA 2a;24.391713;-34.108148;
MSA;MSA/ MSA 2a;Southern African;MSA 2a;29.199481;-24.140961;
MSA;MSA/ MSA 2b;Southern African;MSA 2b;19.1300667;-32.0717;
MSA;MSA/ MSA 2b;Southern African;MSA 2b;23.3756361;-34.101089;
MSA;MSA/ MSA 2b;Southern African;MSA 2b;24.391329;-34.108167;
MSA;MSA/ MSA 2b;Southern African;MSA 2b;24.391713;-34.108148;
MSA;MSA/ MSA 2b;Southern African;MSA 2b;24.392367;-34.108202;
MSA;MSA/ MSA 2b;Southern African;MSA 2b;24.6333333;-27.6166667;
MSA;MSA/ MSA 2b;Southern African;MSA 2b;29.199481;-24.140961;
MSA;MSA/ MSA 3;Southern African;MSA 3;22.1833333;-33.3833333;
MSA;MSA/ Middle Pietersburg;Southern African;Middle Pietersburg;27.683265;-23.848242;
MSA;MSA/ Middle Pietersburg;Southern African;Middle Pietersburg;27.9791667;-26.1516667;
MSA;MSA/ Mossel Bay;Southern African;Mossel Bay;24.581527;-28.607804;
MSA;MSA/ Pietersburg;Southern African;Pietersburg;24.8333333;-28.2833333;
MSA;MSA/ Pietersburg;Southern African;Pietersburg;28;-26.17;
MSA;MSA/ Pietersburg;Southern African;Pietersburg;29.210978;-24.145835;
MSA;MSA/ Post-Howiesonspoort;Southern African;Post-Howiesonspoort;18.4529778;-32.386894;
MSA;MSA/ Post-Howiesonspoort;Southern African;Post-Howiesonspoort;18.603889;-31.524294;
MSA;MSA/ Post-Howiesonspoort;Southern African;Post-Howiesonspoort;18.9262833;-32.120167;
MSA;MSA/ Post-Howiesonspoort;Southern African;Post-Howiesonspoort;20.7243033;-34.451605;
MSA;MSA/ Post-Howiesonspoort;Southern African;Post-Howiesonspoort;24.391713;-34.108148;
MSA;MSA/ Post-Howiesonspoort;Southern African;Post-Howiesonspoort;24.392367;-34.108202;
MSA;MSA/ Post-Howiesonspoort;Southern African;Post-Howiesonspoort;27.470019;-29.216123;
MSA;MSA/ Post-Howiesonspoort;Southern African;Post-Howiesonspoort;27.8166667;-29.3166667;
MSA;MSA/ Post-Howiesonspoort;Southern African;Post-Howiesonspoort;28.75;-29.95;
MSA;MSA/ Post-Howiesonspoort;Southern African;Post-Howiesonspoort;28.7833333;-29.7666667;
MSA;MSA/ Post-Howiesonspoort;Southern African;Post-Howiesonspoort;30.539383;-29.464347;
MSA;MSA/ Post-Howiesonspoort;Southern African;Post-Howiesonspoort;31.085937;-29.522603;
MSA;MSA/ Post-Howiesonspoort;Southern African;Post-Howiesonspoort;31.98875;-27.021443;
MSA;MSA/ Pre-Howiesonspoort;Southern African;Pre-Howiesonspoort;16.532834;-27.220628;
MSA;MSA/ Pre-Howiesonspoort;Southern African;Pre-Howiesonspoort;22.1833333;-33.3833333;
MSA;MSA/ Pre-Howiesonspoort;Southern African;Pre-Howiesonspoort;27.470019;-29.216123;
MSA;MSA/ Pre-Howiesonspoort;Southern African;Pre-Howiesonspoort;28.75;-29.95;
MSA;MSA/ Pre-Howiesonspoort;Southern African;Pre-Howiesonspoort;29.0166667;-29.95;
MSA;MSA/ Pre-Howiesonspoort;Southern African;Pre-Howiesonspoort;29.0333333;-29.8333333;
MSA;MSA/ Pre-Still Bay;Southern African;Pre-Still Bay;18.4529778;-32.386894;
MSA;MSA/ Pre-Still Bay;Southern African;Pre-Still Bay;22.08945;-34.2079083;
MSA;MSA/ Pre-Still Bay;Southern African;Pre-Still Bay;22.089575;-34.2077083;
MSA;MSA/ Pre-Still Bay;Southern African;Pre-Still Bay;22.0901694;-34.206689;
MSA;MSA/ Pre-Still Bay;Southern African;Pre-Still Bay;26.069549;-28.767855;
MSA;MSA/ Pre-Still Bay;Southern African;Pre-Still Bay;30.7542333;-29.8104;
MSA;MSA/ Pre-Still Bay;Southern African;Pre-Still Bay;31.085937;-29.522603;
MSA;MSA/ Still Bay;Southern African;Still Bay;17.117286;-27.701215;
MSA;MSA/ Still Bay;Southern African;Still Bay;18.114;-32.971;
MSA;MSA/ Still Bay;Southern African;Still Bay;18.15268;-33.19078;
MSA;MSA/ Still Bay;Southern African;Still Bay;18.16347;-33.1806;
MSA;MSA/ Still Bay;Southern African;Still Bay;18.4060278;-34.1176083;
MSA;MSA/ Still Bay;Southern African;Still Bay;18.4074861;-34.1190694;
MSA;MSA/ Still Bay;Southern African;Still Bay;18.4416;-34.12861;
MSA;MSA/ Still Bay;Southern African;Still Bay;18.4529778;-32.386894;
MSA;MSA/ Still Bay;Southern African;Still Bay;18.603889;-31.524294;
MSA;MSA/ Still Bay;Southern African;Still Bay;18.83;-34.374;
MSA;MSA/ Still Bay;Southern African;Still Bay;19.0792833;-32.084;
MSA;MSA/ Still Bay;Southern African;Still Bay;21.21818;-34.4132;
MSA;MSA/ Still Bay;Southern African;Still Bay;30.7542333;-29.8104;
MSA;MSA/ Still Bay;Southern African;Still Bay;31.085937;-29.522603;
MSA/LSA;LSA/ Magosian;Africa;Magosian;18;-23;
MSA/LSA;LSA/ Magosian;Africa;Magosian;28.513502;-20.547533;
MSA/LSA;LSA/ Magosian;Africa;Magosian;28.569986;-20.66782;
MSA/LSA;LSA/ Magosian;Africa;Magosian;30.84166;-16.839194;
MSA/LSA;LSA/ Magosian;Africa;Magosian;37.28;12.24;
MSA/LSA;MSA/LSA;Africa;MSA/LSA;14.97;-22.42;
MSA/LSA;MSA/LSA;Africa;MSA/LSA;15.617;-21.45;
MSA/LSA;MSA/LSA;Africa;MSA/LSA;16.488989;-26.772622;
MSA/LSA;MSA/LSA;Africa;MSA/LSA;17.097115;-25.757686;
MSA/LSA;MSA/LSA;Africa;MSA/LSA;17.147603;-25.766654;
MSA/LSA;MSA/LSA;Africa;MSA/LSA;18.9262833;-32.120167;
MSA/LSA;MSA/LSA;Africa;MSA/LSA;21.008442;-19.624147;
MSA/LSA;MSA/LSA;Africa;MSA/LSA;21.748021;-18.770617;
MSA/LSA;MSA/LSA;Africa;MSA/LSA;22.1833333;-33.3833333;
MSA/LSA;MSA/LSA;Africa;MSA/LSA;23.00775;-27.66687;
MSA/LSA;MSA/LSA;Africa;MSA/LSA;24.532467;-28.542357;
MSA/LSA;MSA/LSA;Africa;MSA/LSA;25.155278;-4.30056;
MSA/LSA;MSA/LSA;Africa;MSA/LSA;25.5943333;-28.8686944;
MSA/LSA;MSA/LSA;Africa;MSA/LSA;27.0166667;-14.9666667;
MSA/LSA;MSA/LSA;Africa;MSA/LSA;27.470019;-29.216123;
MSA/LSA;MSA/LSA;Africa;MSA/LSA;28.7333333;-15.6;
MSA/LSA;MSA/LSA;Africa;MSA/LSA;28.7833333;-29.7666667;
MSA/LSA;MSA/LSA;Africa;MSA/LSA;28.878185;-27.160378;
MSA/LSA;MSA/LSA;Africa;MSA/LSA;30.624773;-24.576784;
MSA/LSA;MSA/LSA;Africa;MSA/LSA;30.7542333;-29.8104;
MSA/LSA;MSA/LSA;Africa;MSA/LSA;34.833333;-12.75;
MSA/LSA;MSA/LSA;Africa;MSA/LSA;35.4114694;-2.6464333;
MSA/LSA;MSA/LSA;Africa;MSA/LSA;35.473317;-7.763167;
MSA/LSA;MSA/LSA;Africa;MSA/LSA;35.812031;-4.491797;
MSA/LSA;MSA/LSA;Africa;MSA/LSA;39.6916667;8.8;
Mesolithic;NP/ Capsian;North Africa;Capsian;21.8115;32.9081;
Mesolithic;NP/ Early Acacus;North Africa;Early Acacus;10.528333;24.859722;
Mesolithic;NP/ Late Acacus;North Africa;Late Acacus;10.528333;24.859722;
Mesolithic;NP/ Mesolithic;Europe;Mesolithic;-8.547178;39.980955;
Mesolithic;NP/ Mesolithic;Europe;Mesolithic;-0.402681;47.993774;
Mesolithic;NP/ Mesolithic;Europe;Mesolithic;1.687714;44.876506;
Mesolithic;NP/ Mesolithic;Europe;Mesolithic;3.090439;43.1305;
Mesolithic;NP/ Mesolithic;Europe;Mesolithic;3.829562;43.793359;
Mesolithic;NP/ Mesolithic;Europe;Mesolithic;4.586667;47.247778;
Mesolithic;NP/ Mesolithic;Europe;Mesolithic;5.535766;45.909205;
Mesolithic;NP/ Mesolithic;Europe;Mesolithic;5.7;50.56;
Mesolithic;NP/ Mesolithic;Europe;Mesolithic;9.7713;48.3983;
Mesolithic;NP/ Mesolithic;Europe;Mesolithic;10.1551;48.5543;
Mesolithic;NP/ Mesolithic;Europe;Mesolithic;10.1725;48.5491667;
Mesolithic;NP/ Mesolithic;Europe;Mesolithic;10.450318;48.818502;
Mesolithic;NP/ Mesolithic;Europe;Mesolithic;18.481;42.779;
Mesolithic;NP/ Mesolithic;Europe;Mesolithic;21.679444;39.680833;
Mesolithic;NP/ Mesolithic;Europe;Mesolithic;22.807555;37.689788;
Mesolithic;NP/ Mesolithic;Europe;Mesolithic;23.13246;37.4229;
Mesolithic;NP/ Mesolithic;Europe;Mesolithic;27.186391;48.576552;
Mesolithic;NP/ Mesolithic;Europe;Mesolithic;33.806617;44.651263;
Mesolithic;NP/ Mesolithic;Europe;Mesolithic;43.721944;42.46111;
Middle Paleolithic;MP/ Aterian;North Africa;Aterian;-8.6;33.1667;
Middle Paleolithic;MP/ Aterian;North Africa;Aterian;-7.733;33.533;
Middle Paleolithic;MP/ Aterian;North Africa;Aterian;-6.962;33.922;
Middle Paleolithic;MP/ Aterian;North Africa;Aterian;-6.954;33.928;
Middle Paleolithic;MP/ Aterian;North Africa;Aterian;-6.926;33.953;
Middle Paleolithic;MP/ Aterian;North Africa;Aterian;-6.898;33.979;
Middle Paleolithic;MP/ Aterian;North Africa;Aterian;-6.833;33.917;
Middle Paleolithic;MP/ Aterian;North Africa;Aterian;-5.93;35.75;
Middle Paleolithic;MP/ Aterian;North Africa;Aterian;-3.551031;33.618288;
Middle Paleolithic;MP/ Aterian;North Africa;Aterian;-3.0923;34.7846;
Middle Paleolithic;MP/ Aterian;North Africa;Aterian;-2.404029;34.814177;
Middle Paleolithic;MP/ Aterian;North Africa;Aterian;-1.8731;34.7181;
Middle Paleolithic;MP/ Aterian;North Africa;Aterian;7.7486111;35.2688889;
Middle Paleolithic;MP/ Aterian;North Africa;Aterian;8.0583333;34.7486111;
Middle Paleolithic;MP/ Aterian;North Africa;Aterian;8.95;20.3;
Middle Paleolithic;MP/ Aterian;North Africa;Aterian;9.4;34.7167;
Middle Paleolithic;MP/ Aterian;North Africa;Aterian;9.5825;34.6597;
Middle Paleolithic;MP/ Aterian;North Africa;Aterian;10.528333;24.859722;
Middle Paleolithic;MP/ Aterian;North Africa;Aterian;11.95;32;
Middle Paleolithic;MP/ Aterian;North Africa;Aterian;12;31.9166667;
Middle Paleolithic;MP/ Aterian;North Africa;Aterian;12.975;20.2;
Middle Paleolithic;MP/ Aterian;North Africa;Aterian;22.0833333;32.0666667;
Middle Paleolithic;MP/ Aterian;North Africa;Aterian;30.54;25.4489;
Middle Paleolithic;MP/ Charentian La Ferrassie;Eurasia;Charentian La Ferrassie;1.254838;47.294755;
Middle Paleolithic;MP/ Charentian La Ferrassie;Eurasia;Charentian La Ferrassie;3.893795;44.944955;
Middle Paleolithic;MP/ Charentian La Ferrassie;Eurasia;Charentian La Ferrassie;4.333187;43.924079;
Middle Paleolithic;MP/ Charentian La Ferrassie;Eurasia;Charentian La Ferrassie;4.562827;44.312026;
Middle Paleolithic;MP/ Charentian La Quina;Eurasia;Charentian La Quina;3.763022;47.590457;
Middle Paleolithic;MP/ Chatelperronian;Europe;Chatelperronian;-1.582255;43.435361;
Middle Paleolithic;MP/ Chatelperronian;Europe;Chatelperronian;-1.4600976;43.479292;
Middle Paleolithic;MP/ Chatelperronian;Europe;Chatelperronian;-0.919562;43.135472;
Middle Paleolithic;MP/ Chatelperronian;Europe;Chatelperronian;-0.717041;43.629835;
Middle Paleolithic;MP/ Chatelperronian;Europe;Chatelperronian;-0.505378;45.748985;
Middle Paleolithic;MP/ Chatelperronian;Europe;Chatelperronian;-0.502094;45.039195;
Middle Paleolithic;MP/ Chatelperronian;Europe;Chatelperronian;-0.418855;45.438056;
Middle Paleolithic;MP/ Chatelperronian;Europe;Chatelperronian;0.235603;46.60747;
Middle Paleolithic;MP/ Chatelperronian;Europe;Chatelperronian;0.53604;43.055293;
Middle Paleolithic;MP/ Chatelperronian;Europe;Chatelperronian;0.558528;44.856086;
Middle Paleolithic;MP/ Chatelperronian;Europe;Chatelperronian;0.840563;46.691766;
Middle Paleolithic;MP/ Chatelperronian;Europe;Chatelperronian;0.938124;44.951776;
Middle Paleolithic;MP/ Chatelperronian;Europe;Chatelperronian;1.059966;44.994829;
Middle Paleolithic;MP/ Chatelperronian;Europe;Chatelperronian;1.098912;43.201192;
Middle Paleolithic;MP/ Chatelperronian;Europe;Chatelperronian;1.103853;45.011664;
Middle Paleolithic;MP/ Chatelperronian;Europe;Chatelperronian;1.106591;44.947518;
Middle Paleolithic;MP/ Chatelperronian;Europe;Chatelperronian;1.159131;44.809444;
Middle Paleolithic;MP/ Chatelperronian;Europe;Chatelperronian;1.345606;44.771609;
Middle Paleolithic;MP/ Chatelperronian;Europe;Chatelperronian;1.36423;44.797031;
Middle Paleolithic;MP/ Chatelperronian;Europe;Chatelperronian;2.661661;48.251238;
Middle Paleolithic;MP/ Chatelperronian;Europe;Chatelperronian;3.638333;46.411667;
Middle Paleolithic;MP/ Chatelperronian;Europe;Chatelperronian;3.638542;46.411875;
Middle Paleolithic;MP/ Chatelperronian;Europe;Chatelperronian;3.762524;47.590571;
Middle Paleolithic;MP/ Chatelperronian;Europe;Chatelperronian;3.762754;47.590598;
Middle Paleolithic;MP/ Chatelperronian;Europe;Chatelperronian;5.57075;47.130415;
Middle Paleolithic;MP/ Denticulate Mousterian;Eurasia;Denticulate Mousterian;-0.505378;45.748985;
Middle Paleolithic;MP/ Denticulate Mousterian;Eurasia;Denticulate Mousterian;-0.418855;45.438056;
Middle Paleolithic;MP/ Denticulate Mousterian;Eurasia;Denticulate Mousterian;-0.21841;44.984317;
Middle Paleolithic;MP/ Denticulate Mousterian;Eurasia;Denticulate Mousterian;-0.079958;45.597426;
Middle Paleolithic;MP/ Denticulate Mousterian;Eurasia;Denticulate Mousterian;0.293622;45.507384;
Middle Paleolithic;MP/ Denticulate Mousterian;Eurasia;Denticulate Mousterian;1.010641;43.184548;
Middle Paleolithic;MP/ Denticulate Mousterian;Eurasia;Denticulate Mousterian;1.221233;44.804684;
Middle Paleolithic;MP/ Denticulate Mousterian;Eurasia;Denticulate Mousterian;1.252997;44.858736;
Middle Paleolithic;MP/ Denticulate Mousterian;Eurasia;Denticulate Mousterian;2.866667;43.333333;
Middle Paleolithic;MP/ Denticulate Mousterian;Eurasia;Denticulate Mousterian;3.762524;47.590571;
Middle Paleolithic;MP/ Denticulate Mousterian;Eurasia;Denticulate Mousterian;3.762754;47.590598;
Middle Paleolithic;MP/ Denticulate Mousterian;Eurasia;Denticulate Mousterian;3.763022;47.590457;
Middle Paleolithic;MP/ Early Levalloiso-Mousterian - Levant;Levant;Early Levalloiso-Mousterian - Levant;34.7623;30.8258;
Middle Paleolithic;MP/ Early Levalloiso-Mousterian - Levant;Levant;Early Levalloiso-Mousterian - Levant;34.813442;30.809532;
Middle Paleolithic;MP/ Early Levalloiso-Mousterian - Levant;Levant;Early Levalloiso-Mousterian - Levant;35.811252;30.902628;
Middle Paleolithic;MP/ Early Middle Paleolithic - Eurasia;Eurasia;Early Middle Paleolithic - Eurasia;-4.474636;47.985864;
Middle Paleolithic;MP/ Early Middle Paleolithic - Eurasia;Eurasia;Early Middle Paleolithic - Eurasia;-3.5197611;42.3514444;
Middle Paleolithic;MP/ Early Middle Paleolithic - Eurasia;Eurasia;Early Middle Paleolithic - Eurasia;-3.475963;53.226967;
Middle Paleolithic;MP/ Early Middle Paleolithic - Eurasia;Eurasia;Early Middle Paleolithic - Eurasia;12.398391;51.271206;
Middle Paleolithic;MP/ Early Middle Paleolithic - Eurasia;Eurasia;Early Middle Paleolithic - Eurasia;14.023;42.183;
Middle Paleolithic;MP/ Early Middle Paleolithic - Eurasia;Eurasia;Early Middle Paleolithic - Eurasia;84.6775;51.3976;
Middle Paleolithic;MP/ Early Middle Paleolithic - Levant;Levant;Early Middle Paleolithic - Levant;34.9666667;32.75;
Middle Paleolithic;MP/ Early Middle Paleolithic - S Asia;S Asia;Early Middle Paleolithic - S Asia;79.87732;13.2361;
Middle Paleolithic;MP/ Hummalian;Levant;Hummalian;38.81667;35.15;
Middle Paleolithic;MP/ Hummalian;Levant;Hummalian;38.85935;35.20477;
Middle Paleolithic;MP/ Khormusan;North Africa;Khormusan;31.3667;21.7833;
Middle Paleolithic;MP/ Late Levalloiso-Mousterian - Levant;Levant;Late Levalloiso-Mousterian - Levant;35.077005;32.653561;
Middle Paleolithic;MP/ Late Levalloiso-Mousterian - Levant;Levant;Late Levalloiso-Mousterian - Levant;35.32462;29.93835;
Middle Paleolithic;MP/ Late Levalloiso-Mousterian - Levant;Levant;Late Levalloiso-Mousterian - Levant;35.47073;29.95197;
Middle Paleolithic;MP/ Late Mousterian - Eurasia;Eurasia;Late Mousterian - Eurasia;-8.653298;39.530409;
Middle Paleolithic;MP/ Late Mousterian - Eurasia;Eurasia;Late Mousterian - Eurasia;-7.100869;40.979184;
Middle Paleolithic;MP/ Late Mousterian - Eurasia;Eurasia;Late Mousterian - Eurasia;-1.840458;49.472169;
Middle Paleolithic;MP/ Late Mousterian - Eurasia;Eurasia;Late Mousterian - Eurasia;-1.458583;43.482044;
Middle Paleolithic;MP/ Late Mousterian - Eurasia;Eurasia;Late Mousterian - Eurasia;-1.452943;43.478981;
Middle Paleolithic;MP/ Late Mousterian - Eurasia;Eurasia;Late Mousterian - Eurasia;1.716749;44.983785;
Middle Paleolithic;MP/ Late Mousterian - Eurasia;Eurasia;Late Mousterian - Eurasia;2.661661;48.251238;
Middle Paleolithic;MP/ Late Mousterian - Eurasia;Eurasia;Late Mousterian - Eurasia;3.090439;43.1305;
Middle Paleolithic;MP/ Late Mousterian - Eurasia;Eurasia;Late Mousterian - Eurasia;3.763022;47.590457;
Middle Paleolithic;MP/ Late Mousterian - Eurasia;Eurasia;Late Mousterian - Eurasia;4.010991;45.970564;
Middle Paleolithic;MP/ Late Mousterian - Eurasia;Eurasia;Late Mousterian - Eurasia;4.021907;45.979166;
Middle Paleolithic;MP/ Late Mousterian - Eurasia;Eurasia;Late Mousterian - Eurasia;4.547035;44.319764;
Middle Paleolithic;MP/ Late Mousterian - Eurasia;Eurasia;Late Mousterian - Eurasia;4.562827;44.312026;
Middle Paleolithic;MP/ Late Mousterian - Eurasia;Eurasia;Late Mousterian - Eurasia;4.586667;47.247778;
Middle Paleolithic;MP/ Late Mousterian - Eurasia;Eurasia;Late Mousterian - Eurasia;4.602709;43.834843;
Middle Paleolithic;MP/ Late Mousterian - Eurasia;Eurasia;Late Mousterian - Eurasia;4.627811;46.674244;
Middle Paleolithic;MP/ Late Mousterian - Eurasia;Eurasia;Late Mousterian - Eurasia;4.722455;46.310987;
Middle Paleolithic;MP/ Late Mousterian - Eurasia;Eurasia;Late Mousterian - Eurasia;4.725018;46.871385;
Middle Paleolithic;MP/ Late Mousterian - Eurasia;Eurasia;Late Mousterian - Eurasia;4.725194;46.308414;
Middle Paleolithic;MP/ Late Mousterian - Eurasia;Eurasia;Late Mousterian - Eurasia;4.72714;46.308286;
Middle Paleolithic;MP/ Late Mousterian - Eurasia;Eurasia;Late Mousterian - Eurasia;4.741816;46.8087;
Middle Paleolithic;MP/ Late Mousterian - Eurasia;Eurasia;Late Mousterian - Eurasia;4.754118;46.81293;
