Table assemblage_age
assemblage_idlocality;assemblage_idassemblage;assemblage_name;laboratory_idlaboratory;idassemblage_age;analysis_number;age;positive_standard_deviation;negative_standard_deviation;dating_method;material_dated;date_of_analysis;comments;owner;created;mod_history
Arene Candide;3;Arene Candide layer P10 human remains 1;OxA;1360;OxA-10700;23440;190;190;14C (radiocarbon) dating;bone human;2002;;Susanne Haupt;08.06.2020;Susanne Haupt  08.06.20;
Arlanpe;2;Nivel D assemblage;ICTJA;622;ICTJA-4711;184271;34258;26576;U series (uranium-thorium) dating;speleothem;0;just on top of layer E/VII/6. Maximum age;andrew;24.06.2015;Mareike Brenner  24.06.15; andrew  07.06.19; andrew  13.03.20;
Arlanpe;2;Nivel D assemblage;LEB;627;LEB-10457;70599;;;AAR (amino acid racemization) dating;bone;0;Only reliable AAR date for Nivel D. This should be seen as a minimum age for the 3. sedimentation cycle (Rios-Garaizar et al. 2013, 4), Ursus spelaeus;andrew;24.06.2015;Mareike Brenner  24.06.15; andrew  07.06.19;
Arlanpe;7;Nivel 5 assemblage;ICTJA;621;ICTJA-4711;184271;34258;26576;U series (uranium-thorium) dating;speleothem;0;just on top of layer E/VII/6. Maximuage;andrew;24.06.2015;Mareike Brenner  24.06.15; andrew  07.06.19; andrew  13.03.20;
Arlanpe;8;Nivel VI assemblage;ICTJA;623;ICTJA-4711;184271;34258;26576;U series (uranium-thorium) dating;speleothem;0;just on top of layer E/VII/6. Maximum age;andrew;24.06.2015;Mareike Brenner  24.06.15; andrew  07.06.19; andrew  13.03.20;
Arlanpe;9;Nivel 6 assemblage;ICTJA;626;ICTJA-4711;184271;34258;26576;U series (uranium-thorium) dating;speleothem;0;just on top of layer E/VII/6. Minimum age;andrew;24.06.2015;Mareike Brenner  24.06.15; andrew  07.06.19; andrew  13.03.20;
Arlanpe;10;Nivel VII assemblage;ICTJA;624;ICTJA-4711;184271;34258;26576;U series (uranium-thorium) dating;speleothem;0;just on top of layer E/VII/6. Minimum age;andrew;24.06.2015;Mareike Brenner  24.06.15; andrew  07.06.19; andrew  13.03.20;
Arlanpe;11;Nivel E assemblage;ICTJA;625;ICTJA-4711;184271;34258;26576;U series (uranium-thorium) dating;speleothem;0;just on top of layer E/VII/6. Minimum age;andrew;24.06.2015;Mareike Brenner  24.06.15; andrew  07.06.19; andrew  13.03.20;
Arrillor;5;Amk assemblage;OxA;1167;OxA-6251;45400;1800;1800;14C (radiocarbon) dating;bone;0;;andrew;29.05.2018;Maria Lopez  29.05.18; andrew  13.03.20;
Arrillor;5;Amk assemblage;OxA;1166;OxA-6084;45700;1200;1200;14C (radiocarbon) dating;charcoal;0;;andrew;29.05.2018;Maria Lopez  29.05.18; andrew  13.03.20;
Arrillor;14;Smk-l assemblage;OxA;1169;OxA-6250;43100;1700;1700;14C (radiocarbon) dating;bone;0;;andrew;29.05.2018;Maria Lopez  29.05.18; andrew  13.03.20;
Arrillor;17;Lmc assemblage;OxA;1168;OxA-6106;37100;1000;1000;14C (radiocarbon) dating;bone;0;;andrew;29.05.2018;Maria Lopez  29.05.18; andrew  13.03.20;
Axlor;4;Nivel 4 assemblage;Beta;1164;Beta-144262;42010;1280;1280;14C (radiocarbon) dating;bone;0;One radiocarbon date is available for this layer, but it is attributed to horizons B and D in different publications (horizons B, C and D correlate to Nivel 3 and Nivel 4). We chose to assign it to layer D based on Urquijo, 2004. Another date of 44 ka is often mentioned in the literature but no lab results are provided and therefore this date is not used.;andrew;28.03.2018;Maria Lopez  28.03.18; andrew  13.03.20;
Axlor;5;Nivel 5 assemblage;Beta;1165;Beta-225485;33310;360;360;14C (radiocarbon) dating;unknown;0;This radiocarbon date is attributed to the lowest part of horizon F (which, together with horizon E correlates to layer 5).;andrew;18.04.2018;Maria Lopez  18.04.18; andrew  13.03.20;
Baigara;1;Baigara human remains;AA;510;AA-61831;40300;1000000;0;14C (radiocarbon) dating;bone human;0;>40.300 years BP minimum age, human talus;andrew;10.09.2014;Susanne Haupt  10.09.14; andrew  07.06.19;
Basura Cave;97;Basura, SM B5 17B;GrA;1473;GrA-69598;12310;60;60;14C (radiocarbon) dating;charcoal;0;reference from 2019;Lisa Schiersch;02.05.2022;Lisa Schiersch  02.05.22;
Basura Cave;98;Basura, SM D6 33B;GrA;1474;GrA-69597;12370;60;60;14C (radiocarbon) dating;charcoal;0;reference from 2019;Lisa Schiersch;02.05.2022;Lisa Schiersch  02.05.22;
Basura Cave;114;Basura CdO 1318;GrM;1479;GrM-18878;25000;180;180;14C (radiocarbon) dating;bone;2016;;Lisa Schiersch;02.05.2022;Lisa Schiersch  02.05.22;
Basura Cave;115;Basura CdO 1310;GrA;1476;GrA-69715;24360;120;120;14C (radiocarbon) dating;bone;2016;;Lisa Schiersch;02.05.2022;Lisa Schiersch  02.05.22;
Basura Cave;116;Basura CdO 1311;GrA;1477;GrA-69716;44870;435;435;14C (radiocarbon) dating;bone;2016;;Lisa Schiersch;02.05.2022;Lisa Schiersch  02.05.22;
Basura Cave;117;Basura CdO 1312;GrA;1478;GrA-69717;49200;575;575;14C (radiocarbon) dating;bone;2016;;Lisa Schiersch;02.05.2022;Lisa Schiersch  02.05.22;
Basura Cave;118;Basura CdO 1309;GrA;1475;GrA-69718;31100;185;185;14C (radiocarbon) dating;bone;2016;;Lisa Schiersch;02.05.2022;Lisa Schiersch  02.05.22;
Biache-Saint-Vaast;14;Biache Unit 2a small mammal fauna;MNHN;1224;;245000;28000;28000;ESR (electron spin resonance) dating;bone;0;Bahain et al. 2015, material_dated: animal bone;Susanne Haupt;15.05.2019;Susanne Haupt  15.05.19;
Biache-Saint-Vaast;15;Biache Unit 2b small mammal fauna;MNHN;1217;;205000;27000;27000;ESR (electron spin resonance) dating;tooth;0;Bahain et al. 2015;Susanne Haupt;15.05.2019;Susanne Haupt  15.05.19;
Biache-Saint-Vaast;15;Biache Unit 2b small mammal fauna;MNHN;1222;;266000;23000;23000;ESR (electron spin resonance) dating;tooth;0;Bahain et al. 2015;Susanne Haupt;15.05.2019;Susanne Haupt  15.05.19;
Biache-Saint-Vaast;15;Biache Unit 2b small mammal fauna;MNHN;1220;;234000;18000;18000;ESR (electron spin resonance) dating;tooth;0;Bahain et al. 2015;Susanne Haupt;15.05.2019;Susanne Haupt  15.05.19;
Biache-Saint-Vaast;15;Biache Unit 2b small mammal fauna;MNHN;1223;;219000;30000;30000;ESR (electron spin resonance) dating;bone;0;Bahain et al. 2015, material_dated: animal bone;Susanne Haupt;15.05.2019;Susanne Haupt  15.05.19;
Biache-Saint-Vaast;15;Biache Unit 2b small mammal fauna;MNHN;1221;;332000;28000;28000;ESR (electron spin resonance) dating;tooth;0;Bahain et al. 2015;Susanne Haupt;15.05.2019;Susanne Haupt  15.05.19;
Biache-Saint-Vaast;15;Biache Unit 2b small mammal fauna;MNHN;1218;;312000;21000;21000;ESR (electron spin resonance) dating;tooth;0;Bahain et al. 2015;Susanne Haupt;15.05.2019;Susanne Haupt  15.05.19;
Biache-Saint-Vaast;15;Biache Unit 2b small mammal fauna;MNHN;1219;;250000;25000;25000;ESR (electron spin resonance) dating;tooth;0;Bahain et al. 2015;Susanne Haupt;15.05.2019;Susanne Haupt  15.05.19;
Biache-Saint-Vaast;17;Biache Unit 3b small mammal fauna;MNHN;1216;;138000;28000;28000;ESR (electron spin resonance) dating;bone;0;Bahain et al. 2015, material_dated: animal bone;Susanne Haupt;15.05.2019;Susanne Haupt  15.05.19;
Bilzingsleben;1;Warmzeit Bilzingsleben I;;255;;450000;;;unknown;plant;1988;radiometric;andrew;22.03.2013;Stefanie Kriesten  22.03.13; andrew  12.04.19; andrew  07.06.19;
Bilzingsleben;2;Warmzeit Bilzingsleben II;;256;;370000;;;ESR (electron spin resonance) dating, U series (uranium-thorium) dating;plant;2000;ESR, 234U/230Th;andrew;22.03.2013;Stefanie Kriesten  22.03.13; andrew  12.04.19; andrew  16.04.19; andrew  07.06.19;
Bilzingsleben;3;Warmzeit Bilzingsleben III;;258;;310000;10000;10000;unknown;plant;2000;radiometric dating;andrew;22.03.2013;Stefanie Kriesten  22.03.13; andrew  12.04.19; andrew  07.06.19;
Bilzingsleben;5;Warmzeit Bilzingsleben IV;;259;;210000;10000;10000;TL (thermoluminescence) dating;plant;2000;radiometric and TL-dating;andrew;22.03.2013;Stefanie Kriesten  22.03.13; andrew  12.04.19; andrew  16.04.19; andrew  07.06.19;
Blind River;1;Blind River A.1101 humanremains;;325;;124500;2500;2500;OSL (optically stimulated thermoluminescence) dating;quartz;2009;;Till Hermsen;27.09.2013;Till Hermsen  27.09.13;
Bollschweil;2;Bollschweil fauna;MESRL;784;MESRL-99301;171000;27000;27000;ESR (electron spin resonance) dating, U series (uranium-thorium) dating;tooth;0;Profile N19, geological Unit 2b, Find #6, Coelodonta antiquitatis, method: linear uptake;andrew;21.10.2016;Susanne Haupt  21.10.16; andrew  07.06.19; andrew  13.03.20;
Bollschweil;2;Bollschweil fauna;MESRL;787;MESRL-99303;98000;9000;9000;ESR (electron spin resonance) dating, U series (uranium-thorium) dating;tooth;0;Profile T2, geological Unit 1, Find #29, material_dated: Equus sp. tooth, method: early uptake;andrew;21.10.2016;Susanne Haupt  21.10.16; andrew  13.03.20;
Bollschweil;2;Bollschweil fauna;MESRL;788;MESRL-99303;126000;15000;15000;ESR (electron spin resonance) dating, U series (uranium-thorium) dating;tooth;0;Profile T2, geological Unit 1, Find #29, material_dated: Equus sp. tooth, method: linear uptake;andrew;21.10.2016;Susanne Haupt  21.10.16; andrew  13.03.20;
Bollschweil;2;Bollschweil fauna;MESRL;790;MESRL-99305;82000;7000;7000;ESR (electron spin resonance) dating, U series (uranium-thorium) dating;tooth;0;Profile T2, geological Unit 1, Find #39, material_dated: Equus sp. tooth, method: early uptake;andrew;21.10.2016;Susanne Haupt  21.10.16; andrew  13.03.20;
Bollschweil;2;Bollschweil fauna;MESRL;785;MESRL-99302;143000;18000;18000;ESR (electron spin resonance) dating, U series (uranium-thorium) dating;tooth;0;Profile N19, geological Unit 2b, Find #25, Coelodonta antiquitatis, method: linear uptake;andrew;21.10.2016;Susanne Haupt  21.10.16; andrew  07.06.19; andrew  13.03.20;
Bollschweil;2;Bollschweil fauna;MESRL;786;MESRL-99302;112000;11000;11000;ESR (electron spin resonance) dating, U series (uranium-thorium) dating;tooth;0;Profile N19, geological Unit 2b, Find #25, Coelodonta antiquitatis, method: early uptake;andrew;21.10.2016;Susanne Haupt  21.10.16; andrew  07.06.19; andrew  13.03.20;
Bollschweil;2;Bollschweil fauna;MESRL;789;MESRL-99305;112000;13000;13000;ESR (electron spin resonance) dating, U series (uranium-thorium) dating;tooth;0;Profile T2, geological Unit 1, Find #39, material_dated: Equus sp. tooth, method: linear uptake;andrew;21.10.2016;Susanne Haupt  21.10.16; andrew  13.03.20;
Bollschweil;2;Bollschweil fauna;MESRL;783;MESRL-99301;151000;20000;20000;ESR (electron spin resonance) dating, U series (uranium-thorium) dating;tooth;0;Profile N19, geological Unit 2b, Find #6, Coelodonta antiquitatis, method: early uptake;andrew;21.10.2016;Susanne Haupt  21.10.16; andrew  07.06.19; andrew  13.03.20;
Bondi Cave;11;Bondi Cave fauna layer III - IV;OxA;731;OxA-23902;27120;240;240;14C (radiocarbon) dating;bone;0;layer IV, square C4a/D4c section, depth 152 cm, ungulate bone, sample BON02;andrew;12.10.2016;Susanne Haupt  12.10.16; andrew  07.06.19; andrew  13.03.20;
Bondi Cave;14;Bondi Cave fauna layer V;OxA;737;OxA-32566;34650;600;600;14C (radiocarbon) dating;bone;0;layer Vd, square B3, depth 255 - 265 cm;andrew;12.10.2016;Susanne Haupt  12.10.16; andrew  07.06.19; andrew  13.03.20;
Bondi Cave;14;Bondi Cave fauna layer V;OxA;734;OxA-23903;35300;650;650;14C (radiocarbon) dating;bone;0;layer Vc, square C3b/D3d section, depth 243 cm, ungulate bone, sample BON06;andrew;12.10.2016;Susanne Haupt  12.10.16; andrew  07.06.19; andrew  13.03.20;
Bondi Cave;14;Bondi Cave fauna layer V;OxA;740;OxA-26329;34000;550;550;14C (radiocarbon) dating;bone;0;layer Vd, square A4a, depth 275 - 285 cm, capra, sample Nbondi 4;andrew;12.10.2016;Susanne Haupt  12.10.16; andrew  07.06.19; andrew  13.03.20;
Bondi Cave;14;Bondi Cave fauna layer V;OxA;739;OxA-26328;33950;550;550;14C (radiocarbon) dating;bone;0;layer Vd, square A4a, depth 255 - 265 cm, bison, sample Nbondi 3;andrew;12.10.2016;Susanne Haupt  12.10.16; andrew  07.06.19; andrew  13.03.20;
Bondi Cave;14;Bondi Cave fauna layer V;OxA;738;OxA-26327;33850;550;550;14C (radiocarbon) dating;bone;0;layer Vd, square A4a, depth 255 - 265 cm, capra, sample Nbondi 1;andrew;12.10.2016;Susanne Haupt  12.10.16; andrew  07.06.19; andrew  13.03.20;
Bondi Cave;14;Bondi Cave fauna layer V;OxA;732;OxA-26331;30890;390;390;14C (radiocarbon) dating;bone;0;layer Va, square C3a, depth 225-235 cm, bison bone, sample Nbondi 7;andrew;12.10.2016;Susanne Haupt  12.10.16; andrew  07.06.19; andrew  13.03.20;
Bondi Cave;14;Bondi Cave fauna layer V;OxA;735;OxA-23904;34950;600;600;14C (radiocarbon) dating;bone;0;layer Vc, square C3b/D3d section, depth 243 cm, ungulate bone, sample BON06;andrew;12.10.2016;Susanne Haupt  12.10.16; andrew  07.06.19; andrew  13.03.20;
Bondi Cave;14;Bondi Cave fauna layer V;OxA;741;OxA-26330;33850;550;550;14C (radiocarbon) dating;bone;0;layer Vd, square A4a, depth 275 - 285 cm, capra, sample Nbondi 5;andrew;12.10.2016;Susanne Haupt  12.10.16; andrew  07.06.19; andrew  13.03.20;
Bondi Cave;14;Bondi Cave fauna layer V;OxA;736;OxA-32727;34650;600;600;14C (radiocarbon) dating;bone;0;layer Vd, square C4d, depth 225 - 235 cm;andrew;12.10.2016;Susanne Haupt  12.10.16; andrew  07.06.19; andrew  13.03.20;
Bondi Cave;14;Bondi Cave fauna layer V;OxA;753;OxA-32565;35000;650;650;14C (radiocarbon) dating;bone;0;layer V, square C4, depth 195 - 205 cm;andrew;12.10.2016;Susanne Haupt  12.10.16; andrew  07.06.19; andrew  13.03.20;
Bondi Cave;14;Bondi Cave fauna layer V;OxA;733;OxA-32564;31300;400;400;14C (radiocarbon) dating;bone;0;layer Va, square C3a, depth 205 - 215 cm;andrew;12.10.2016;Susanne Haupt  12.10.16; andrew  07.06.19; andrew  13.03.20;
Bondi Cave;17;Bondi Cave fauna layer VI;OxA;742;OxA-23905;47500;2900;2900;14C (radiocarbon) dating;bone;0;layer VI, square B4a, depth 305 - 315 cm, ungulate bone, sample BON09;andrew;12.10.2016;Susanne Haupt  12.10.16; andrew  07.06.19; andrew  13.03.20;
Bondi Cave;19;Bondi Cave fauna layer VII;OxA;745;OxA-26334;46200;2400;2400;14C (radiocarbon) dating;bone;0;layer VII, square B4a, depth 365 - 375 cm, ungulate bone, sample Nbondi 10;andrew;12.10.2016;Susanne Haupt  12.10.16; andrew  07.06.19; andrew  13.03.20;
Bondi Cave;19;Bondi Cave fauna layer VII;OxA;747;OxA-32568;47500;1000000;0;14C (radiocarbon) dating;bone;0;layer VII, square B3b, depth 370 - 375 cm, >47500 BP;andrew;12.10.2016;Susanne Haupt  12.10.16; andrew  07.06.19; andrew  13.03.20;
Bondi Cave;19;Bondi Cave fauna layer VII;OxA;743;OxA-26332;45500;1000000;0;14C (radiocarbon) dating;bone;0;layer VII, square B4a, depth 345 - 355 cm; >45500 BP, capra, sample Nbondi 8;andrew;12.10.2016;Susanne Haupt  12.10.16; andrew  07.06.19; andrew  13.03.20;
Bondi Cave;19;Bondi Cave fauna layer VII;OxA;744;OxA-26333;45100;1000000;0;14C (radiocarbon) dating;bone;0;layer VII, square B4a, depth 365 - 375 cm; >45100 BP, ungulate bone, sample Nbondi 9;andrew;12.10.2016;Susanne Haupt  12.10.16; andrew  07.06.19; andrew  13.03.20;
Bondi Cave;19;Bondi Cave fauna layer VII;OxA;748;OxA-2559-12;48200;1000000;0;14C (radiocarbon) dating;bone;0;layer VII, square B3b, depth 375 - 380 cm, >48200 BP, ungulate bone, sample BON15;andrew;12.10.2016;Susanne Haupt  12.10.16; andrew  07.06.19; andrew  13.03.20;
Bondi Cave;19;Bondi Cave fauna layer VII;OxA;746;OxA-32567;48700;1000000;0;14C (radiocarbon) dating;bone;0;layer VII, square B3b, depth 370 - 375 cm, >48700 BP;andrew;12.10.2016;Susanne Haupt  12.10.16; andrew  07.06.19; andrew  13.03.20;
Bondi Cave;20;Bondi Cave fauna layer VII - VIII;OxA;751;OxA-23906;47700;1000000;0;14C (radiocarbon) dating;bone;0;layer VII - VII, square B4a, depth 365 - 375 cm, >47700 BP, ungulate bone, sample BON14;andrew;12.10.2016;Susanne Haupt  12.10.16; andrew  07.06.19; andrew  13.03.20;
Bondi Cave;20;Bondi Cave fauna layer VII - VIII;OxA;750;OxA-23909;48100;1000000;0;14C (radiocarbon) dating;bone;0;layer VII - VII, square B4c, depth 365 - 375 cm, >48100 BP, ungulate bone, sample BON21;andrew;12.10.2016;Susanne Haupt  12.10.16; andrew  07.06.19; andrew  13.03.20;
Bondi Cave;20;Bondi Cave fauna layer VII - VIII;OxA;749;OxA-23907;48600;1000000;0;14C (radiocarbon) dating;bone;0;layer VII - VII, square B4a, depth 375 - 380 cm, >48600 BP, ungulate bone, sample BON25;andrew;12.10.2016;Susanne Haupt  12.10.16; andrew  07.06.19; andrew  13.03.20;
Bondi Cave;21;Bondi Cave fauna layer VIII;OxA;752;OxA-23908;48400;1000000;0;14C (radiocarbon) dating;bone;0;layer VIII, square B4c, depth 390 - 395 cm, >48400 BP, ungulate bone, sample BON20;andrew;12.10.2016;Susanne Haupt  12.10.16; andrew  07.06.19; andrew  13.03.20;
Boomplaas Cave;15;Boomplaas Layer OCH Archaeological Assemblage;Pta;298;Pta-2464;49000;1000000;0;14C (radiocarbon) dating;unknown;0;;andrew;11.11.2009;Andreas Taller  11.11.2009; andrew  17.04.19; andrew  13.03.20;
Bose Liuhuaishan;1;Bose Liuhuaishan Archaeological Assemblage;;1456;;803000;3000;3000;Ar/Ar (argon-argon) dating, geology;sediment;0;;Qi Zeng;10.03.2022;Qi Zeng  10.03.22;
Braholo Cave;9;Braholo Cave, J9, human remains 01;;1537;P3G-97;9780;230;230;14C (radiocarbon) dating;unknown;0;;Lisa Schiersch;19.12.2022;Lisa Schiersch  19.12.22;
Braholo Cave;10;Braholo Cave, L8, human remains 02;;1538;;8760;170;170;14C (radiocarbon) dating;unknown;0;;Lisa Schiersch;19.12.2022;Lisa Schiersch  19.12.22;
Breitenbach-Schneidemuehle;1;Breitenbach A assemblage;OxA;1437;OxA-12057;25050;320;320;14C (radiocarbon) dating;bone;2010;after Jöris/Moreau 2010, tab. 1; cervus elaphus, femur;Julia Lutz;20.01.2022;Julia Lutz  20.01.22;
Breitenbach-Schneidemuehle;1;Breitenbach A assemblage;OxA;1431;OxA-11889;28380;170;170;14C (radiocarbon) dating;bone;2010;after Jöris/Moreau 2010, tab. 1; rangifer tarandus, radius;Julia Lutz;20.01.2022;Julia Lutz  20.01.22; Julia Lutz  21.01.22;
Breitenbach-Schneidemuehle;1;Breitenbach A assemblage;OxA;1438;OxA-11964;23990;180;180;14C (radiocarbon) dating;bone;2010;after Jöris/Moreau 2010, tab. 1; cervus elaphus, femur;Julia Lutz;20.01.2022;Julia Lutz  20.01.22;
Breitenbach-Schneidemuehle;2;Breitenbach B assemblage;OxA;1435;OxA-8510;27180;320;320;14C (radiocarbon) dating;antler;2010;after Jöris/Moreau 2010, tab. 1; rangifer tarandus;Julia Lutz;20.01.2022;Julia Lutz  20.01.22;
Breitenbach-Schneidemuehle;2;Breitenbach B assemblage;KN;1440;KN-3620;12320;200;200;14C (radiocarbon) dating;bone;2010;after Jöris/Moreau 2010, tab. 1; mammuthus primigenius; age too young, therefore not used for geological stratigraphy;Julia Lutz;20.01.2022;Julia Lutz  20.01.22; Julia Lutz  21.01.22;
Breitenbach-Schneidemuehle;2;Breitenbach B assemblage;KN;1439;KN-3332;18100;200;200;14C (radiocarbon) dating;bone;2010;after Jöris/Moreau 2010, tab. 1; mammuthus primigenius, mandibel; age too young, therefore not used for geological stratigraphy;Julia Lutz;20.01.2022;Julia Lutz  20.01.22; Julia Lutz  21.01.22;
Breitenbach-Schneidemuehle;2;Breitenbach B assemblage;OxA;1436;OxA-8513;25950;850;850;14C (radiocarbon) dating;bone;2010;after Jöris/Moreau 2010, tab. 1; mammuthus primigenius;Julia Lutz;20.01.2022;Julia Lutz  20.01.22;
Breitenbach-Schneidemuehle;2;Breitenbach B assemblage;OxA;1432;OxA-8512;27800;340;340;14C (radiocarbon) dating;bone;2010;after Jöris/Moreau 2010, tab. 1; mammuthus primigenius, mandibel;Julia Lutz;20.01.2022;Julia Lutz  20.01.22; Julia Lutz  21.01.22;
Breitenbach-Schneidemuehle;2;Breitenbach B assemblage;OxA;1433;OxA-8511;27480;340;340;14C (radiocarbon) dating;bone;2010;after Jöris/Moreau 2010, tab. 1; equus sp. pelvis;Julia Lutz;20.01.2022;Julia Lutz  20.01.22;
Breitenbach-Schneidemuehle;2;Breitenbach B assemblage;OxA;1434;OxA-8509;27340;320;320;14C (radiocarbon) dating;bone;2010;after Jöris/Moreau 2010, tab. 1; rangifer tarandus cranium;Julia Lutz;20.01.2022;Julia Lutz  20.01.22;
Breuil;4;Breuil Layer B 3/4 Fauna;;1297;;36600;2700;2700;ESR (electron spin resonance) dating;unknown;0;;Lennart Schäfer;07.11.2019;Lennart Schäfer  07.11.19;
Brno II;2;Brno II layer 4 human remains;OxA;1163;OxA-8293;23680;200;200;14C (radiocarbon) dating;bone human;2000;;andrew;10.01.2018;Susanne Haupt  10.01.18; andrew  07.06.19;
Caours;6;Caours N1 macrofauna;GEOTOP;729;Caours-2004-01;124000;15000;15000;ESR (electron spin resonance) dating, U series (uranium-thorium) dating;tooth;0;Cervus elaphus lower M3;andrew;09.05.2016;Susanne Haupt  09.05.16; andrew  07.06.19;
Cioclovina;1;Cioclovina human remains 1;OxA;1514;OxA-15527;28510;170;170;14C (radiocarbon) dating;bone human;2005;;Lisa Schiersch;08.08.2022;Lisa Schiersch  08.08.22;
Cioclovina;1;Cioclovina human remains 1;LuA;1513;LuA-5229;29000;700;700;14C (radiocarbon) dating;bone human;2005;;Lisa Schiersch;08.08.2022;Lisa Schiersch  08.08.22;
Combe Brune 2;2;Combe Brune 2 Level V Archaeological Assemblage;IRAMAT-CRP2A;650;Bdx-11154;183000;20000;20000;TL (thermoluminescence) dating;lithic;2008;;andrew;30.10.2015;Mareike Brenner  30.10.15; andrew  07.06.19;
Combe Brune 2;3;Combe Brune 2 Level VI Archaeological Assemblage;IRAMAT-CRP2A;651;Bdx-11153;185000;23000;23000;TL (thermoluminescence) dating;lithic;2008;;andrew;30.10.2015;Mareike Brenner  30.10.15; andrew  07.06.19;
Combe Brune 2;5;Combe Brune 2 Level X Archaeological Assemblage;IRAMAT-CRP2A;652;Bdx-11156;195000;16000;16000;TL (thermoluminescence) dating;lithic;2008;;andrew;30.10.2015;Mareike Brenner  30.10.15; andrew  07.06.19;
Combe Brune 2;7;Combe Brune 2 Level VIIb Archaeological Assemblage;IRAMAT-CRP2A;653;Bdx-11164;187000;21000;21000;TL (thermoluminescence) dating;lithic;2008;;andrew;30.10.2015;Mareike Brenner  30.10.15; andrew  07.06.19;
Combe Brune 3;1;archaeological layer assemblage;IRAMAT-CRP2A;654;BDX-9392;156400;11700;11700;TL (thermoluminescence) dating;lithic;2008;silex;andrew;06.11.2015;Mareike Brenner  06.11.15; andrew  07.06.19;
Combe-Capelle Bas;4;Combe-Capelle Bas Level I-1D Archaeological Assemblage;CNRS-CEA;1391;CC7;48900;3800;3800;TL (thermoluminescence) dating;lithic burnt;2003;;maria;16.06.2021;maria  16.06.21;
Combe-Capelle Bas;4;Combe-Capelle Bas Level I-1D Archaeological Assemblage;CNRS-CEA;1386;CC9;55600;4400;4400;TL (thermoluminescence) dating;lithic burnt;2003;;maria;16.06.2021;maria  16.06.21;
Combe-Capelle Bas;4;Combe-Capelle Bas Level I-1D Archaeological Assemblage;CNRS-CEA;1390;CC6;48200;3300;3300;TL (thermoluminescence) dating;lithic burnt;2003;;maria;16.06.2021;maria  16.06.21;
Combe-Capelle Bas;4;Combe-Capelle Bas Level I-1D Archaeological Assemblage;CNRS-CEA;1387;CC2;36600;2700;2700;TL (thermoluminescence) dating;lithic burnt;2003;;maria;16.06.2021;maria  16.06.21;
Combe-Capelle Bas;4;Combe-Capelle Bas Level I-1D Archaeological Assemblage;CNRS-CEA;1383;CC10;57400;4200;4200;TL (thermoluminescence) dating;lithic burnt;2003;;maria;16.06.2021;maria  16.06.21;
Combe-Capelle Bas;5;Combe-Capelle Bas Level I-1D1 Archaeological Assemblage;CNRS-CEA;1392;CC7;48900;3800;3800;TL (thermoluminescence) dating;lithic burnt;2003;;maria;16.06.2021;maria  16.06.21;
Combe-Capelle Bas;5;Combe-Capelle Bas Level I-1D1 Archaeological Assemblage;CNRS-CEA;1389;CC6;48200;3300;3300;TL (thermoluminescence) dating;lithic burnt;2003;;maria;16.06.2021;maria  16.06.21;
