"","assemblage.name","assemblage.category","country_continent.continent","locality.idlocality","locality.x","locality.y","query_age_min","query_age_max"
"23617","Wasiriya Nyamita Main MSA Lithics","raw material, technology, typology","Africa","Wasiriya Beds Nyamita Main",34.1575194,-0.4284,36000,49000
"23618","Wasiriya Wakondo MSA Lithics","raw material, technology, typology","Africa","Wasiriya Beds Wakondo",34.1730417,-0.4268083,36000,49000
"23619","Wasiriya Wakondo fauna","paleofauna","Africa","Wasiriya Beds Wakondo",34.1730417,-0.4268083,36000,49000
"23620","Wasiriya Nyamsingula MSA Lithics","raw material, technology, typology","Africa","Wasiriya Beds Western Nyamsingula",34.1892611,-0.413125,36000,49000
"23621","Wasiriya Nyamsingula fauna","paleofauna","Africa","Wasiriya Beds Western Nyamsingula",34.1892611,-0.413125,36000,49000
"23622","LBCS Lithics","typology","Africa","Waterfall Bluff",29.822964,-31.43414,-1,-1
"23623","Waterval Horizon 6 Archaeological Assemblage","miscellaneous finds, raw material, technology, typology","Africa","Waterval",27.9791667,-26.1516667,58000,200000
"23624","Wawrzyszew_Pangaea_3.70","plant remains","Europe","Wawrzyszew",20.94167,52.28611,116000,130000
"23625","Wawrzyszew_Pangaea_3.65","plant remains","Europe","Wawrzyszew",20.94167,52.28611,116000,130000
"23626","Wawrzyszew_Pangaea_6.05","plant remains","Europe","Wawrzyszew",20.94167,52.28611,129000,774000
"23627","Wawrzyszew_Pangaea_6.00","plant remains","Europe","Wawrzyszew",20.94167,52.28611,129000,774000
"23628","Wawrzyszew_Pangaea_5.95","plant remains","Europe","Wawrzyszew",20.94167,52.28611,129000,774000
"23629","Wawrzyszew_Pangaea_5.87","plant remains","Europe","Wawrzyszew",20.94167,52.28611,129000,774000
"23630","Wawrzyszew_Pangaea_5.85","plant remains","Europe","Wawrzyszew",20.94167,52.28611,129000,774000
"23631","Wawrzyszew_Pangaea_5.80","plant remains","Europe","Wawrzyszew",20.94167,52.28611,129000,774000
"23632","Wawrzyszew_Pangaea_5.78","plant remains","Europe","Wawrzyszew",20.94167,52.28611,129000,774000
"23633","Wawrzyszew_Pangaea_5.75","plant remains","Europe","Wawrzyszew",20.94167,52.28611,129000,774000
"23634","Wawrzyszew_Pangaea_5.70","plant remains","Europe","Wawrzyszew",20.94167,52.28611,129000,774000
"23635","Wawrzyszew_Pangaea_5.66","plant remains","Europe","Wawrzyszew",20.94167,52.28611,129000,774000
"23636","Wawrzyszew_Pangaea_5.61","plant remains","Europe","Wawrzyszew",20.94167,52.28611,116000,130000
"23637","Wawrzyszew_Pangaea_5.57","plant remains","Europe","Wawrzyszew",20.94167,52.28611,116000,130000
"23638","Wawrzyszew_Pangaea_5.55","plant remains","Europe","Wawrzyszew",20.94167,52.28611,116000,130000
"23639","Wawrzyszew_Pangaea_5.52","plant remains","Europe","Wawrzyszew",20.94167,52.28611,116000,130000
"23640","Wawrzyszew_Pangaea_5.50","plant remains","Europe","Wawrzyszew",20.94167,52.28611,116000,130000
"23641","Wawrzyszew_Pangaea_5.45","plant remains","Europe","Wawrzyszew",20.94167,52.28611,116000,130000
"23642","Wawrzyszew_Pangaea_5.40","plant remains","Europe","Wawrzyszew",20.94167,52.28611,116000,130000
"23643","Wawrzyszew_Pangaea_5.37","plant remains","Europe","Wawrzyszew",20.94167,52.28611,116000,130000
"23644","Wawrzyszew_Pangaea_5.32","plant remains","Europe","Wawrzyszew",20.94167,52.28611,116000,130000
"23645","Wawrzyszew_Pangaea_5.30","plant remains","Europe","Wawrzyszew",20.94167,52.28611,116000,130000
"23646","Wawrzyszew_Pangaea_5.27","plant remains","Europe","Wawrzyszew",20.94167,52.28611,116000,130000
"23647","Wawrzyszew_Pangaea_5.23","plant remains","Europe","Wawrzyszew",20.94167,52.28611,116000,130000
"23648","Wawrzyszew_Pangaea_5.20","plant remains","Europe","Wawrzyszew",20.94167,52.28611,116000,130000
"23649","Wawrzyszew_Pangaea_5.15","plant remains","Europe","Wawrzyszew",20.94167,52.28611,116000,130000
"23650","Wawrzyszew_Pangaea_5.10","plant remains","Europe","Wawrzyszew",20.94167,52.28611,116000,130000
"23651","Wawrzyszew_Pangaea_5.05","plant remains","Europe","Wawrzyszew",20.94167,52.28611,116000,130000
"23652","Wawrzyszew_Pangaea_5.00","plant remains","Europe","Wawrzyszew",20.94167,52.28611,116000,130000
"23653","Wawrzyszew_Pangaea_4.90","plant remains","Europe","Wawrzyszew",20.94167,52.28611,116000,130000
"23654","Wawrzyszew_Pangaea_4.85","plant remains","Europe","Wawrzyszew",20.94167,52.28611,116000,130000
"23655","Wawrzyszew_Pangaea_4.80","plant remains","Europe","Wawrzyszew",20.94167,52.28611,116000,130000
"23656","Wawrzyszew_Pangaea_4.75","plant remains","Europe","Wawrzyszew",20.94167,52.28611,116000,130000
"23657","Wawrzyszew_Pangaea_4.70","plant remains","Europe","Wawrzyszew",20.94167,52.28611,116000,130000
"23658","Wawrzyszew_Pangaea_4.65","plant remains","Europe","Wawrzyszew",20.94167,52.28611,116000,130000
"23659","Wawrzyszew_Pangaea_4.60","plant remains","Europe","Wawrzyszew",20.94167,52.28611,116000,130000
"23660","Wawrzyszew_Pangaea_4.55","plant remains","Europe","Wawrzyszew",20.94167,52.28611,116000,130000
"23661","Wawrzyszew_Pangaea_4.50","plant remains","Europe","Wawrzyszew",20.94167,52.28611,116000,130000
"23662","Wawrzyszew_Pangaea_4.45","plant remains","Europe","Wawrzyszew",20.94167,52.28611,116000,130000
"23663","Wawrzyszew_Pangaea_4.40","plant remains","Europe","Wawrzyszew",20.94167,52.28611,116000,130000
"23664","Wawrzyszew_Pangaea_4.35","plant remains","Europe","Wawrzyszew",20.94167,52.28611,116000,130000
"23665","Wawrzyszew_Pangaea_4.30","plant remains","Europe","Wawrzyszew",20.94167,52.28611,116000,130000
"23666","Wawrzyszew_Pangaea_4.25","plant remains","Europe","Wawrzyszew",20.94167,52.28611,116000,130000
"23667","Wawrzyszew_Pangaea_4.20","plant remains","Europe","Wawrzyszew",20.94167,52.28611,116000,130000
"23668","Wawrzyszew_Pangaea_4.15","plant remains","Europe","Wawrzyszew",20.94167,52.28611,116000,130000
"23669","Wawrzyszew_Pangaea_4.10","plant remains","Europe","Wawrzyszew",20.94167,52.28611,116000,130000
"23670","Wawrzyszew_Pangaea_4.05","plant remains","Europe","Wawrzyszew",20.94167,52.28611,116000,130000
"23671","Wawrzyszew_Pangaea_4.00","plant remains","Europe","Wawrzyszew",20.94167,52.28611,116000,130000
"23672","Wawrzyszew_Pangaea_3.95","plant remains","Europe","Wawrzyszew",20.94167,52.28611,116000,130000
"23673","Wawrzyszew_Pangaea_3.90","plant remains","Europe","Wawrzyszew",20.94167,52.28611,116000,130000
"23674","Wawrzyszew_Pangaea_4.95","plant remains","Europe","Wawrzyszew",20.94167,52.28611,116000,130000
"23675","Wawrzyszew_Pangaea_2.60","plant remains","Europe","Wawrzyszew",20.94167,52.28611,0,11700
"23676","Wawrzyszew_Pangaea_2.62","plant remains","Europe","Wawrzyszew",20.94167,52.28611,11700,129000
"23677","Wawrzyszew_Pangaea_2.67","plant remains","Europe","Wawrzyszew",20.94167,52.28611,116000,130000
"23678","Wawrzyszew_Pangaea_2.75","plant remains","Europe","Wawrzyszew",20.94167,52.28611,116000,130000
"23679","Wawrzyszew_Pangaea_2.80","plant remains","Europe","Wawrzyszew",20.94167,52.28611,116000,130000
"23680","Wawrzyszew_Pangaea_2.85","plant remains","Europe","Wawrzyszew",20.94167,52.28611,116000,130000
"23681","Wawrzyszew_Pangaea_2.90","plant remains","Europe","Wawrzyszew",20.94167,52.28611,116000,130000
"23682","Wawrzyszew_Pangaea_2.95","plant remains","Europe","Wawrzyszew",20.94167,52.28611,116000,130000
"23683","Wawrzyszew_Pangaea_3.00","plant remains","Europe","Wawrzyszew",20.94167,52.28611,116000,130000
"23684","Wawrzyszew_Pangaea_3.05","plant remains","Europe","Wawrzyszew",20.94167,52.28611,116000,130000
"23685","Wawrzyszew_Pangaea_3.10","plant remains","Europe","Wawrzyszew",20.94167,52.28611,116000,130000
"23686","Wawrzyszew_Pangaea_3.15","plant remains","Europe","Wawrzyszew",20.94167,52.28611,116000,130000
"23687","Wawrzyszew_Pangaea_3.20","plant remains","Europe","Wawrzyszew",20.94167,52.28611,116000,130000
"23688","Wawrzyszew_Pangaea_3.25","plant remains","Europe","Wawrzyszew",20.94167,52.28611,116000,130000
"23689","Wawrzyszew_Pangaea_3.30","plant remains","Europe","Wawrzyszew",20.94167,52.28611,116000,130000
"23690","Wawrzyszew_Pangaea_3.35","plant remains","Europe","Wawrzyszew",20.94167,52.28611,116000,130000
"23691","Wawrzyszew_Pangaea_3.40","plant remains","Europe","Wawrzyszew",20.94167,52.28611,116000,130000
"23692","Wawrzyszew_Pangaea_3.45","plant remains","Europe","Wawrzyszew",20.94167,52.28611,116000,130000
"23693","Wawrzyszew_Pangaea_3.50","plant remains","Europe","Wawrzyszew",20.94167,52.28611,116000,130000
"23694","Wawrzyszew_Pangaea_3.55","plant remains","Europe","Wawrzyszew",20.94167,52.28611,116000,130000
"23695","Wawrzyszew_Pangaea_3.60","plant remains","Europe","Wawrzyszew",20.94167,52.28611,116000,130000
"23696","Wawrzyszew_Pangaea_3.85","plant remains","Europe","Wawrzyszew",20.94167,52.28611,116000,130000
"23697","Wawrzyszew_Pangaea_3.80","plant remains","Europe","Wawrzyszew",20.94167,52.28611,116000,130000
"23698","Wawrzyszew_Pangaea_3.75","plant remains","Europe","Wawrzyszew",20.94167,52.28611,116000,130000
"23699","US12 (4b)","raw material, typology","Europe","Waziers - Le Bas Terroir",3.116151,50.39474,12000,110000
"23700","US20 (4a)","raw material, typology","Europe","Waziers - Le Bas Terroir",3.116151,50.39474,12000,110000
"23701","US7 (3f)","raw material, typology","Europe","Waziers - Le Bas Terroir",3.116151,50.39474,116500,130000
"23702","N2 (Vc)","raw material, typology","Europe","Waziers - Le Bas Terroir",3.116151,50.39474,116500,130000
"23703","N3 (Ve/6)","raw material, technology, typology","Europe","Waziers - Le Bas Terroir",3.116151,50.39474,116500,130000
"23704","N1 (Vb)","raw material, typology","Europe","Waziers - Le Bas Terroir",3.116151,50.39474,116500,130000
"23705","Weimar Parktravertin Travertine Deposits Archaeological Assemblage","raw material, technology, typology","Europe","Weimar Parktravertin",11.330584,50.971399,115000,126000
"23706","Weimar Parktravertin Travertine fauna","paleofauna","Europe","Weimar Parktravertin",11.330584,50.971399,115000,126000
"23707","Weimar Parktravertin, Travertine Flora","plant remains","Europe","Weimar Parktravertin",11.330584,50.971399,115000,126000
"23708","Weimar Parktravertin, Travertine, Avifauna","paleofauna","Europe","Weimar Parktravertin",11.330584,50.971399,115000,126000
"23709","Weimar Parktravertin, Travertine, Herpetofauna","paleofauna","Europe","Weimar Parktravertin",11.330584,50.971399,115000,126000
"23710","Weinberghöhlen UP assemblage","feature, organic tools, raw material, symbolic artifacts, technology, typology","Europe","Weinberghöhlen bei Mauern",11.053333,48.774861,14000,43000
"23711","Weinberghöhlen MP assemblage II","raw material, technology, typology","Europe","Weinberghöhlen bei Mauern",11.053333,48.774861,43000,130000
"23712","Weinberghöhlen MP assemblage I","raw material, technology, typology","Europe","Weinberghöhlen bei Mauern",11.053333,48.774861,130000,350000
"23713","Weinberghöhlen MP assemblage I","raw material, technology, typology","Europe","Weinberghöhlen bei Mauern",11.053333,48.774861,43000,130000
"23714","Wezmeh Cave Archaeological Assemblage Layer 0","organic tools, raw material, symbolic artifacts, technology, typology","Asia","Wezmeh Cave",46.645,34.055556,0,77300
"23715","White Paintings Rock Shelter Unit 9a-11 Archaeological Assemblage","function, raw material, technology, typology","Africa","White Paintings Rock Shelter",21.748021,-18.770617,52730,103700
"23716","White Paintings Rock Shelter Unit 9a-11 Archaeological Assemblage","function, raw material, technology, typology","Africa","White Paintings Rock Shelter",21.748021,-18.770617,84900,103700
"23717","White Paintings Rock Shelter Unit 2b-3b Faunal Remains","paleofauna","Africa","White Paintings Rock Shelter",21.748021,-18.770617,3510,9780
"23718","White Paintings Rock Shelter Unit 2b-3b Faunal Remains","paleofauna","Africa","White Paintings Rock Shelter",21.748021,-18.770617,9780,18700
"23719","White Paintings Rock Shelter Unit 3b-5 Archaeological Assemblage","raw material, symbolic artifacts, technology, typology","Africa","White Paintings Rock Shelter",21.748021,-18.770617,9780,18700
"23720","White Paintings Rock Shelter Unit 3b-5 Archaeological Assemblage","raw material, symbolic artifacts, technology, typology","Africa","White Paintings Rock Shelter",21.748021,-18.770617,14940,32750
"23721","White Paintings Rock Shelter Unit 3b-5 Archaeological Assemblage","raw material, symbolic artifacts, technology, typology","Africa","White Paintings Rock Shelter",21.748021,-18.770617,18170,33050
"23722","White Paintings Rock Shelter Unit 6-7a Archaeological Assemblage","function, organic tools, raw material, technology, typology","Africa","White Paintings Rock Shelter",21.748021,-18.770617,32370,50700
"23723","White Paintings Rock Shelter Unit 6-7a Archaeological Assemblage","function, organic tools, raw material, technology, typology","Africa","White Paintings Rock Shelter",21.748021,-18.770617,33050,43000
"23724","White Paintings Rock Shelter Unit 6-7a Faunal Remains","paleofauna","Africa","White Paintings Rock Shelter",21.748021,-18.770617,32370,50700
"23725","White Paintings Rock Shelter Unit 6-7a Faunal Remains","paleofauna","Africa","White Paintings Rock Shelter",21.748021,-18.770617,33050,43000
"23726","White Paintings Rock Shelter Unit 7b-8b Archaological Assemblage","function, organic tools, raw material, technology, typology","Africa","White Paintings Rock Shelter",21.748021,-18.770617,35080,56180
"23727","White Paintings Rock Shelter Unit 7b-8b Archaological Assemblage","function, organic tools, raw material, technology, typology","Africa","White Paintings Rock Shelter",21.748021,-18.770617,46250,62790
"23728","White Paintings Rock Shelter Unit 9a-11 Archaeological Assemblage","function, raw material, technology, typology","Africa","White Paintings Rock Shelter",21.748021,-18.770617,46250,62790
"23729","White Paintings Rock Shelter Unit 9a-11 Archaeological Assemblage","function, raw material, technology, typology","Africa","White Paintings Rock Shelter",21.748021,-18.770617,50090,69170
"23730","White Paintings Rock Shelter Unit 9a-11 Archaeological Assemblage","function, raw material, technology, typology","Africa","White Paintings Rock Shelter",21.748021,-18.770617,52730,84900
"23731","White Paintings Rock Shelter Unit 1 Faunal Assemblage","paleofauna","Africa","White Paintings Rock Shelter",21.748021,-18.770617,0,1165
"23732","White Paintings Rock Shelter Unit 2a-2b Faunal Remains","paleofauna","Africa","White Paintings Rock Shelter",21.748021,-18.770617,1165,3510
"23733","White Paintings Rock Shelter Unit 2a-2b Faunal Remains","paleofauna","Africa","White Paintings Rock Shelter",21.748021,-18.770617,3510,9780
"23734","White Paintings Rock Shelter Unit 2b-3b Archaeological Assemblage","function, organic tools, raw material, miscellaneous finds, symbolic artifacts, technology, typology","Africa","White Paintings Rock Shelter",21.748021,-18.770617,3510,9780
"23735","White Paintings Rock Shelter Unit 2b-3b Archaeological Assemblage","function, organic tools, raw material, miscellaneous finds, symbolic artifacts, technology, typology","Africa","White Paintings Rock Shelter",21.748021,-18.770617,9780,18700
"23736","Wildscheuer MP assemblage","miscellaneous finds, raw material, technology, typology","Europe","Wildscheuer",8.12744,50.418896,35000,350000
"23737","Wildscheuer Gravettian assemblage","feature, organic tools, raw material, symbolic artifacts, technology, typology","Europe","Wildscheuer",8.12744,50.418896,25000,35000
"23738","Wildscheuer Aurignacian assemblage","feature, organic tools, raw material, symbolic artifacts, technology, typology","Europe","Wildscheuer",8.12744,50.418896,27920,35300
"23739","Willendorf II, AH 9, Venusgrube","raw material, technology, typology, symbolic artifacts","Europe","Willendorf II",15.4042222,48.3231944,23060,23790
"23740","Willendorf II, AH 9","organic tools, raw material, symbolic artifacts, technology, typology","Europe","Willendorf II",15.4042222,48.3231944,23060,23790
"23741","Willendorf II, AH 8","miscellaneous finds, organic tools, raw material, symbolic artifacts, technology, typology","Europe","Willendorf II",15.4042222,48.3231944,25400,25800
"23742","Willendorf II, AH 7","miscellaneous finds, organic tools, raw material, symbolic artifacts, technology, typology","Europe","Willendorf II",15.4042222,48.3231944,23630,24120
"23743","Willendorf II, AH 6","miscellaneous finds, raw material, symbolic artifacts, technology, typology","Europe","Willendorf II",15.4042222,48.3231944,26500,27600
"23744","Willendorf II, AH 5","miscellaneous finds, organic tools, raw material, symbolic artifacts, technology, typology","Europe","Willendorf II",15.4042222,48.3231944,26980,31400
"23745","Willendorf II, AH 4","miscellaneous finds, organic tools, raw material, symbolic artifacts, technology, typology","Europe","Willendorf II",15.4042222,48.3231944,31800,33900
"23746","Willendorf II, AH 2","miscellaneous finds, raw material, technology, typology","Europe","Willendorf II",15.4042222,48.3231944,44000,46200
"23747","Willendorf II, AH 3, old collection","raw material, typology, technology","Europe","Willendorf II",15.4042222,48.3231944,39000,40390
"23748","Willendorf II, AH 1","raw material, typology, technology","Europe","Willendorf II",15.4042222,48.3231944,47700,49300
"23749","Willendorf II, AH 3, new collection","raw material, typology, technology","Europe","Willendorf II",15.4042222,48.3231944,39000,40390
"23750","Wing, W5, sample 17","plant remains","Europe","Wing",-0.78,52.62,-1,-1
"23751","Wing, W5, sample 16","plant remains","Europe","Wing",-0.78,52.62,-1,-1
"23752","Wing, W5, sample 15","plant remains","Europe","Wing",-0.78,52.62,-1,-1
"23753","Wing, W5, sample 11","plant remains","Europe","Wing",-0.78,52.62,-1,-1
"23754","Wing, W5, sample 12","plant remains","Europe","Wing",-0.78,52.62,-1,-1
"23755","Wing, W5, sample 13","plant remains","Europe","Wing",-0.78,52.62,-1,-1
"23756","Wing_P","plant remains","Europe","Wing",-0.78,52.62,-1,-1
"23757","Wing, WM3c, sample 5","plant remains","Europe","Wing",-0.78,52.62,-1,-1
"23758","Wing, WM3c, sample 4","plant remains","Europe","Wing",-0.78,52.62,-1,-1
"23759","Wing, WM3c, sample 3","plant remains","Europe","Wing",-0.78,52.62,-1,-1
"23760","Wing, WM3c, sample 2","plant remains","Europe","Wing",-0.78,52.62,-1,-1
"23761","Wing, WM3c, sample 1","plant remains","Europe","Wing",-0.78,52.62,-1,-1
"23762","Wing, WM3c, Herbs","plant remains","Europe","Wing",-0.78,52.62,-1,-1
"23763","Wing, WM3b, sample 9","plant remains","Europe","Wing",-0.78,52.62,-1,-1
"23764","Wing, WM3b, sample 8","plant remains","Europe","Wing",-0.78,52.62,-1,-1
"23765","Wing, WM3b, sample 7","plant remains","Europe","Wing",-0.78,52.62,-1,-1
"23766","Wing, WM3b, sample 6","plant remains","Europe","Wing",-0.78,52.62,-1,-1
"23767","Wing, WM3b, sample 5","plant remains","Europe","Wing",-0.78,52.62,-1,-1
"23768","Wing, WM3b, sample 4","plant remains","Europe","Wing",-0.78,52.62,-1,-1
"23769","Wing, WM3b, sample 3","plant remains","Europe","Wing",-0.78,52.62,-1,-1
"23770","Wing, WM3b, sample 24","plant remains","Europe","Wing",-0.78,52.62,-1,-1
"23771","Wing, WM3b, sample 23","plant remains","Europe","Wing",-0.78,52.62,-1,-1
"23772","Wing, WM3b, sample 22","plant remains","Europe","Wing",-0.78,52.62,-1,-1
"23773","Wing, WM3b, sample 21","plant remains","Europe","Wing",-0.78,52.62,-1,-1
"23774","Wing, WM3b, sample 20","plant remains","Europe","Wing",-0.78,52.62,-1,-1
"23775","Wing, WM3b, sample 2","plant remains","Europe","Wing",-0.78,52.62,-1,-1
"23776","Wing, WM3b, sample 19","plant remains","Europe","Wing",-0.78,52.62,-1,-1
"23777","Wing, WM3b, sample 18","plant remains","Europe","Wing",-0.78,52.62,-1,-1
"23778","Wing, WM3b, sample 17","plant remains","Europe","Wing",-0.78,52.62,-1,-1
"23779","Wing, WM3b, sample 16","plant remains","Europe","Wing",-0.78,52.62,-1,-1
"23780","Wing, WM3b, sample 15","plant remains","Europe","Wing",-0.78,52.62,-1,-1
"23781","Wing, WM3b, sample 14","plant remains","Europe","Wing",-0.78,52.62,-1,-1
"23782","Wing, WM3b, sample 13","plant remains","Europe","Wing",-0.78,52.62,-1,-1
"23783","Wing, WM3b, sample 12","plant remains","Europe","Wing",-0.78,52.62,-1,-1
"23784","Wing, WM3b, sample 11","plant remains","Europe","Wing",-0.78,52.62,-1,-1
"23785","Wing, WM3b, sample 10","plant remains","Europe","Wing",-0.78,52.62,-1,-1
"23786","Wing, WM3b, sample 1","plant remains","Europe","Wing",-0.78,52.62,-1,-1
"23787","Wing, WM3b, Herbs","plant remains","Europe","Wing",-0.78,52.62,-1,-1
"23788","Wing, WM3a, sample 3","plant remains","Europe","Wing",-0.78,52.62,-1,-1
"23789","Wing, WM3a, sample 2","plant remains","Europe","Wing",-0.78,52.62,-1,-1
"23790","Wing, WM3a, sample 1","plant remains","Europe","Wing",-0.78,52.62,-1,-1
"23791","Wing, WM3a, Herbs","plant remains","Europe","Wing",-0.78,52.62,-1,-1
"23792","Wing, W4, sample 2","plant remains","Europe","Wing",-0.78,52.62,-1,-1
"23793","Wing, W4, sample 12","plant remains","Europe","Wing",-0.78,52.62,-1,-1
"23794","Wing, W4, sample 11","plant remains","Europe","Wing",-0.78,52.62,-1,-1
"23795","Wing, W4, sample 10","plant remains","Europe","Wing",-0.78,52.62,-1,-1
"23796","Wing, W4, sample 1","plant remains","Europe","Wing",-0.78,52.62,-1,-1
"23797","Wing, W3, sample 9","plant remains","Europe","Wing",-0.78,52.62,-1,-1
"23798","Wing, W3, sample 8","plant remains","Europe","Wing",-0.78,52.62,-1,-1
"23799","Wing, W3, sample 7","plant remains","Europe","Wing",-0.78,52.62,-1,-1
"23800","Wing, W3, sample 6","plant remains","Europe","Wing",-0.78,52.62,-1,-1
"23801","Wing, W3, sample 5","plant remains","Europe","Wing",-0.78,52.62,-1,-1
"23802","Wing, W3, sample 4","plant remains","Europe","Wing",-0.78,52.62,-1,-1
"23803","Wing, W3, sample 3","plant remains","Europe","Wing",-0.78,52.62,-1,-1
"23804","Wing, W4, sample 6","plant remains","Europe","Wing",-0.78,52.62,-1,-1
"23805","Wing, W5, sample 7","plant remains","Europe","Wing",-0.78,52.62,-1,-1
"23806","Wing, W4, sample 4","plant remains","Europe","Wing",-0.78,52.62,-1,-1
"23807","Wing, W4, sample 3","plant remains","Europe","Wing",-0.78,52.62,-1,-1
"23808","Wing, W3, sample 2","plant remains","Europe","Wing",-0.78,52.62,-1,-1
"23809","Wing, W3, sample 16","plant remains","Europe","Wing",-0.78,52.62,-1,-1
"23810","Wing, W3, sample 15","plant remains","Europe","Wing",-0.78,52.62,-1,-1
"23811","Wing, W3, sample 14","plant remains","Europe","Wing",-0.78,52.62,-1,-1
"23812","Wing, W3, sample 13","plant remains","Europe","Wing",-0.78,52.62,-1,-1
"23813","Wing, W3, sample 12","plant remains","Europe","Wing",-0.78,52.62,-1,-1
"23814","Wing, W3, sample 11","plant remains","Europe","Wing",-0.78,52.62,-1,-1
"23815","Wing, W3, sample 10","plant remains","Europe","Wing",-0.78,52.62,-1,-1
"23816","Wing, W3, sample 1","plant remains","Europe","Wing",-0.78,52.62,-1,-1
"23817","Wing, W2, sample 9","plant remains","Europe","Wing",-0.78,52.62,-1,-1
"23818","Wing, W2, sample 8","plant remains","Europe","Wing",-0.78,52.62,-1,-1
"23819","Wing, W2, sample 7","plant remains","Europe","Wing",-0.78,52.62,-1,-1
"23820","Wing, W2, sample 6","plant remains","Europe","Wing",-0.78,52.62,-1,-1
"23821","Wing, W2, sample 5","plant remains","Europe","Wing",-0.78,52.62,-1,-1
"23822","Wing, W2, sample 4","plant remains","Europe","Wing",-0.78,52.62,-1,-1
"23823","Wing, W2, sample 3","plant remains","Europe","Wing",-0.78,52.62,-1,-1
"23824","Wing, W2, sample 2","plant remains","Europe","Wing",-0.78,52.62,-1,-1
"23825","Wing, W2, sample 10","plant remains","Europe","Wing",-0.78,52.62,-1,-1
"23826","Wing, W2, sample 1","plant remains","Europe","Wing",-0.78,52.62,-1,-1
"23827","Wing, W1b, sample 8","plant remains","Europe","Wing",-0.78,52.62,-1,-1
"23828","Wing, W1b, sample 7","plant remains","Europe","Wing",-0.78,52.62,-1,-1
"23829","Wing, W1b, sample 6","plant remains","Europe","Wing",-0.78,52.62,-1,-1
"23830","Wing, W1b, sample 5","plant remains","Europe","Wing",-0.78,52.62,-1,-1
"23831","Wing, W1b, sample 4","plant remains","Europe","Wing",-0.78,52.62,-1,-1
"23832","Wing, W1b, sample 3","plant remains","Europe","Wing",-0.78,52.62,-1,-1
"23833","Wing, W1b, sample 2","plant remains","Europe","Wing",-0.78,52.62,-1,-1
"23834","Wing, W1b, sample 1","plant remains","Europe","Wing",-0.78,52.62,-1,-1
"23835","Wing, W1a, sample 7","plant remains","Europe","Wing",-0.78,52.62,-1,-1
"23836","Wing, W1a, sample 6","plant remains","Europe","Wing",-0.78,52.62,-1,-1
"23837","Wing, W1a, sample 5","plant remains","Europe","Wing",-0.78,52.62,-1,-1
"23838","Wing, W1a, sample 4","plant remains","Europe","Wing",-0.78,52.62,-1,-1
"23839","Wing, W1a, sample 3","plant remains","Europe","Wing",-0.78,52.62,-1,-1
"23840","Wing, W1a, sample 2","plant remains","Europe","Wing",-0.78,52.62,-1,-1
"23841","Wing, W1a, sample 1","plant remains","Europe","Wing",-0.78,52.62,-1,-1
"23842","Wing, W4, sample 5","plant remains","Europe","Wing",-0.78,52.62,-1,-1
"23843","Wing, W5, sample 8","plant remains","Europe","Wing",-0.78,52.62,-1,-1
"23844","Wing, W5, sample 9","plant remains","Europe","Wing",-0.78,52.62,-1,-1
"23845","Wing, WM1, Herbs","plant remains","Europe","Wing",-0.78,52.62,-1,-1
"23846","Wing, WM1, sample 1","plant remains","Europe","Wing",-0.78,52.62,-1,-1
"23847","Wing, WM1, sample 10","plant remains","Europe","Wing",-0.78,52.62,-1,-1
"23848","Wing, WM1, sample 2","plant remains","Europe","Wing",-0.78,52.62,-1,-1
"23849","Wing, WM1, sample 3","plant remains","Europe","Wing",-0.78,52.62,-1,-1
"23850","Wing, WM1, sample 4","plant remains","Europe","Wing",-0.78,52.62,-1,-1
"23851","Wing, W5, sample 14","plant remains","Europe","Wing",-0.78,52.62,-1,-1
"23852","Wing, WM1, sample 5","plant remains","Europe","Wing",-0.78,52.62,-1,-1
"23853","Wing, WM1, sample 6","plant remains","Europe","Wing",-0.78,52.62,-1,-1
"23854","Wing, WM1, sample 7","plant remains","Europe","Wing",-0.78,52.62,-1,-1
"23855","Wing, WM1, sample 8","plant remains","Europe","Wing",-0.78,52.62,-1,-1
"23856","Wing, WM1, sample 9","plant remains","Europe","Wing",-0.78,52.62,-1,-1
"23857","Wing, WM2, Herbs","plant remains","Europe","Wing",-0.78,52.62,-1,-1
"23858","Wing, WM2, sample 1","plant remains","Europe","Wing",-0.78,52.62,-1,-1
"23859","Wing, WM2, sample 2","plant remains","Europe","Wing",-0.78,52.62,-1,-1
"23860","Wing, WM2, sample 3","plant remains","Europe","Wing",-0.78,52.62,-1,-1
"23861","Wing, WM2, sample 4","plant remains","Europe","Wing",-0.78,52.62,-1,-1
"23862","Wing, WM2, sample 5","plant remains","Europe","Wing",-0.78,52.62,-1,-1
"23863","Wing, WM2, sample 6","plant remains","Europe","Wing",-0.78,52.62,-1,-1
"23864","Wing, W5, sample 6","plant remains","Europe","Wing",-0.78,52.62,-1,-1
"23865","Wing, W5, sample 5","plant remains","Europe","Wing",-0.78,52.62,-1,-1
"23866","Wing, W5, sample 4","plant remains","Europe","Wing",-0.78,52.62,-1,-1
"23867","Wing, W5, sample 3","plant remains","Europe","Wing",-0.78,52.62,-1,-1
"23868","Wing, W5, sample 25","plant remains","Europe","Wing",-0.78,52.62,-1,-1
"23869","Wing, W5, sample 24","plant remains","Europe","Wing",-0.78,52.62,-1,-1
"23870","Wing, W5, sample 23","plant remains","Europe","Wing",-0.78,52.62,-1,-1
